,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Acaa1a,565537.0422392923,479.32112952229033,611.5254316004107,416.6555417143097,676.8150043582283,543.8263914210868,473.51178426212346,537.7585343977069,604.8194820219203,0.017904744278356657,0.025790765815686734,0.014547897493607876,0.03028455451543894,0.021588952891322184,0.01751183460980114,0.021279070395995223,0.02530775591705096,455482.9513998538,1585378.0219621218,2247660.237371465,2408854.331161672,2186831.7209288115,1719297.3772823825,699055.9056716883,1702961.048865414,2396723.3358445484,2574717.9247891055,2416354.516821477,2028801.2058992253,349785.95840366033,1515878.7139272797,2173320.1336994097,2328522.3780588442,2084917.78767872,1601995.6701300219,815729.9704272137,1750876.3183445518,2469715.0942276814,2664430.890669895,2546413.292154898,2212652.186777403,0.048,0.3023709887614116,0.8755798832134958,1.2459862229146033,1.3394065342352044,1.2287266750465706,1.0079296958287143,565537.0422392923,1637633.4893275944,2330419.8794483,2505147.7750236746,2298138.6288836948,1885172.8510697198
Acaa1b,7.984737989374253,0.6200201263868215,3.441726566579596,0.3289831065356809,9.0365047205573,1.8350641509642855,0.660657609266122,1.4758587395064917,3.712125851234825,0.02519053493732317,0.23496713558880575,0.006018670215535538,0.5388148605453947,0.06789675660520661,0.020131402024474235,0.071426058938495,0.19731182638187852,10.532301380798003,443.24998434170135,578.7032504983897,369.2199411898825,80.40710990573734,14.353669675824142,616.1180138353848,1153.058797119048,1681.749620525451,1534.9391716904508,945.0215166563454,510.83426972192797,0.08823604728286227,207.0895948767693,250.52595703615881,117.88248814390741,34.631160710115616,2.248611948657265,1185.3744756415076,1619.3734480268204,2371.1051764804292,2305.7147184987907,1984.0853549674289,1666.1193271611155,0.28800000000000003,0.009925185550395373,1.08042509754593,1.8517719341658208,1.6753993886349157,0.9588029483291066,0.42367544577383087,7.984737989374253,869.1939588680751,1489.7367545740103,1347.8463528850305,771.3498439878018,340.84374643259116
Acaa2,2198285.421221706,397.70866806303815,532.0064466566438,335.44787836236907,598.8922549704489,470.55594835152715,387.9413371235933,452.80278532117177,522.2276683226255,0.005107731920308763,0.008484516636047398,0.003432076566572219,0.00981483428729313,0.0066528634466467805,0.004679271463938067,0.006245917468475231,0.007855870766462918,2000013.903632665,3368381.8845689944,4257443.711807604,4564953.945985054,4328553.911716612,3824545.5238203993,2367650.6411232557,3648039.2771720137,4598274.903674724,4842167.5046037035,4504484.940797381,4107665.922978968,1864239.4526461803,3218295.9733566544,4110245.049501066,4445039.803398952,4252114.561692684,3724911.019924002,2608145.140408709,3802187.328525445,4779517.436640507,4993041.862566094,4604375.225047215,4265683.396233894,0.0425,0.5645477390894081,0.9066565429771026,1.1530202104641158,1.2223165691722457,1.1393948511854244,1.0140640871117037,2198285.421221706,3530418.6386373746,4489731.059990713,4759563.289480356,4436675.44292356,3948651.539155513
Acad10,3876.3621514207753,51.6756294823205,74.1044587275796,44.4356633751489,92.83374817911559,65.96927814726064,52.46899374875097,62.362211749274366,75.45647999248611,0.0033110402833875833,0.01196198861388841,0.001500747495122851,0.019123398447477322,0.007158597896248431,0.0027964804000746085,0.0058481387193793435,0.010428883124193765,2641.3624790239,6589.500668001128,10261.83972719282,13924.325805070788,13568.862166616203,12044.764802892676,5139.19567612647,8194.400500013171,11193.946975137009,14414.492872463516,15018.390398730804,14829.471992112734,1804.4246287852716,5884.823528692428,9980.896619367066,13670.29994374134,12407.275235014724,9928.853753580705,6614.038423948902,9020.522077335356,11795.338613749222,14632.123531609668,15279.286681038357,15424.070147829278,0.10099999999999999,0.37030952567654457,0.7044434659579272,1.031317091299193,1.354417504810482,1.3328720985156088,1.2066403137402453,3876.3621514207753,7374.041983570663,10795.721583239774,14177.903588294506,13952.368483989952,12630.987101981107
Acad8,51312.68643369153,228.42534764345646,348.3552403823431,182.33358161674025,428.88859451039565,295.62955169684574,225.72170226429367,277.71431330365016,344.896840577091,0.0023201354682834624,0.006833159340717505,0.0011448241930596588,0.010076602457553175,0.004582076384071319,0.002083459356981936,0.003856195385101521,0.006293151049337809,38826.69792091681,93190.15713846324,128739.7508991574,150098.66905889736,157985.46042761506,156633.14960136698,67769.53067977523,113583.6465854588,148994.63926346778,169022.01893529613,173188.28933068566,171364.62699999125,26170.535892523592,83219.47091067862,122766.53420612546,143419.74144229564,151531.81901325868,147407.85167517894,83016.57094768084,123353.35050271072,162592.9585651007,180409.13659477094,182065.8481234279,177163.78433740683,0.1425,0.39052430794891935,0.7873450817447271,1.0846047013716034,1.23183700648717,1.262568851451358,1.2431200509962221,51312.68643369153,103452.69288579302,142510.92649850692,161856.41908764647,165894.40978906644,163338.94735317535
Acad9,152848.33400287846,1207.7144559790504,1783.6815762083402,954.9916180295313,2115.531632017803,1514.3158077036076,1167.6372766563104,1436.994003229729,1733.0751192282494,0.0014301634853867086,0.00389712352078588,0.0007325183204923427,0.0054162864375286385,0.002540819067850837,0.001240312004013969,0.002190135079186096,0.0034906630753831036,129572.72684068633,278130.68677867233,315822.2690840395,343621.7225021129,348698.0885121918,332141.4944625169,186493.1840551624,299526.66130940197,336461.64546900924,369737.52103279775,380192.63966686657,367798.3779604048,108396.70373764524,267477.36706059525,305957.92017725104,329722.34518875624,336086.05913317326,313617.0399442853,218052.98359803946,309925.64172816265,346618.49040257663,379512.89248541475,396875.429166318,386116.7563902124,0.179,0.4974807329478318,0.9384231963751382,1.0678393136470705,1.1630594007565378,1.195048550586722,1.1381488056866989,152848.33400287846,288325.58259223547,328088.0027384853,357343.8727940946,367172.37053055846,349690.2237112778
Acadl,930750.8414891886,210.72579273483245,396.6106244292708,167.65755855442868,562.4457694474739,340.05497661886443,217.123534897781,295.4091508730597,410.854843578579,0.003937074670597298,0.013241236940836563,0.0017671155848333878,0.01964294463088295,0.00871615312856336,0.0033499038511422695,0.006789898499270388,0.011681595593159094,788560.1342406896,1370553.9665511989,1756059.9679816298,1949541.9557131159,1915830.1226272418,1741446.3865685074,1084778.9560543627,1650290.8404790931,2082887.259368089,2226769.883939377,2143714.162167656,2055264.6795560059,653618.7960687889,1278493.0169360451,1629457.5866558538,1809242.166095949,1806086.559844541,1582057.7443393737,1226048.7187339242,1837644.9495412996,2272866.1247006133,2349880.7739261496,2241066.661683117,2203701.0471583856,0.794,0.533149026825774,0.8901175136757016,1.1305291063968073,1.2106950285566025,1.1672078889828172,1.068301435562298,930750.8414891886,1553932.5464222576,1973633.7574722932,2113584.3074211897,2037666.1499911,1864999.1092240112
Acadm,1232088.9854806657,651.6889161009237,810.4330943971962,574.3954305616334,891.4125268363108,736.3594966904027,648.4384372927587,726.4488399683431,806.8607929067168,0.013976589806470902,0.018673747999646027,0.011589224148092554,0.020945336980590357,0.01623333134888483,0.013668269036437286,0.016006109096283697,0.018339861505235956,1189332.1102707973,2279583.562077551,2872807.3762953533,2973160.892598007,2683660.9199893516,2291018.422682965,1284862.5875165935,2449834.6112348014,3065666.280639284,3105720.095386107,2809306.9579037963,2481544.74632748,1137763.2288051534,2205473.2425667667,2778388.027338427,2883584.2874331265,2622749.904721051,2223646.5678987727,1328042.1220969583,2539494.9456280367,3149076.5887993337,3146210.813998728,2876651.287741885,2602769.6297651147,0.1295,0.5001676511750254,0.9693717100200251,1.2105783784669428,1.2339193458667619,1.1156792066743981,0.9702837077968463,1232088.9854806657,2387903.7437674813,2982080.6736824033,3039577.692484439,2748310.608740886,2390150.3153179693
Acads,744220.8030389055,588.4736838804722,823.7779374799857,489.0419769636152,955.5902474912496,719.8819977924637,577.7507299173159,692.8716292699243,811.5339618307535,0.007254796665696843,0.012949602729224968,0.004959335289610203,0.016575543765138617,0.010167487713160507,0.006802959381859589,0.009492889100291498,0.012330418132541664,678760.1318550736,1317578.8596438265,1621709.0554336947,1728689.807667319,1613198.9465180463,1402574.809228092,859765.5544802784,1410235.1375211438,1732026.3674044763,1842101.266960079,1767276.4812937106,1631689.5280917685,568919.126939835,1275539.5189523746,1580180.2023215056,1673958.1734153887,1548777.0409955836,1304188.4904279702,923570.5977338826,1457262.6623679309,1788645.999204019,1886619.4858556674,1845435.0582526885,1749121.620457649,0.314,0.5079859011972863,0.9367918120343728,1.1546131658497893,1.2209669566590866,1.150395757636881,1.0292464066225837,744220.8030389055,1372439.5755655605,1691557.0598765537,1788768.166256438,1685378.378697498,1507889.4620031614
Acadvl,659760.5919874767,741.0908627999314,913.7529939694438,672.462290025466,1024.4993804063085,829.7636478648342,743.0323566817951,823.6704341420154,916.7919798332034,0.018572170643967927,0.024742977222490463,0.015732668111581367,0.02813534909271893,0.021477559993995553,0.01836241056507701,0.021279179350723123,0.024531003018231717,627333.2851704528,1702714.8407788982,2121011.4463366764,2219290.1178123667,2102562.2281459905,1864943.49263968,706050.3352389988,1851568.4890440789,2240203.1880633584,2284293.800401249,2191686.0446483768,2007867.5600092004,585251.728221851,1640520.762031992,2069337.0757400559,2196401.121747697,2061618.8526384137,1814014.1542013532,744047.9537762085,1943373.3312297359,2306896.240550067,2318095.104508625,2234053.772030821,2095226.3665357528,0.365,0.3606602776022505,0.9736303155417513,1.194134829411006,1.236297798612572,1.1716920998928884,1.0635846789395322,659760.5919874767,1781074.7488726806,2184446.5578600042,2261575.832271125,2143391.7774136323,1945629.44960584
Acat1,3020151.199384335,2324.8809384254682,3262.709214010359,1907.5834165981705,3740.3438923961808,2837.101219359385,2309.818438026042,2763.790752228923,3244.4753609890518,0.015125610398843714,0.02308165924966836,0.011483951252189891,0.027021887238131766,0.018623499082514847,0.014448094021620658,0.018129418754310185,0.022136006819962552,2787472.831377928,4946822.888311637,5591673.215959291,5666072.971198483,5239340.345255959,4502568.98445527,3381059.8167097373,5312953.926610353,5918763.319505408,5981676.609168175,5671767.041677927,5103215.6190387765,2457415.109590511,4792167.288633557,5438553.581419278,5506691.152071767,5045742.056922725,4291039.954316732,3664481.4201508304,5507750.677859278,6076286.028695061,6157982.256787384,5888180.492331569,5423257.056411576,0.2745,0.6022717233890396,1.0257028562081898,1.1507266871709811,1.1706823176843393,1.0869329460424468,0.9636834695050027,3020151.199384335,5143488.5469263205,5770432.9282915285,5870502.413689664,5450532.895963258,4832486.190576745
Acat2,87177.82190768806,21.15100662386588,213.87651327648203,5.6578957144563855,467.54292427371837,84.44474472578413,17.13660215433175,63.65858195337632,183.66208804641653,0.00608433400728748,0.020411158985727144,0.0024561522565687555,0.03271748536272257,0.010584170848554592,0.005296803440945348,0.010453529696926391,0.01807065481587566,52733.747750061375,63970.427568346975,64526.23156199496,55090.23307794848,45642.24622077354,34999.30346243108,118641.79975301931,99967.88073088753,87027.79912043468,74185.51622854304,68144.99125603233,60833.188077787374,14666.486806889705,48693.272373031585,54879.511806193455,46806.54061484749,35453.94080704904,23219.661579365733,155171.18241535773,120798.46085750633,97993.30819679199,84148.37733872357,78701.93577077947,73072.46565725915,0.349,1.2419420929427305,1.2042747455871823,1.0846503633387115,0.9554411638453202,0.8231868055977449,0.6905048286883103,87177.82190768806,84533.77165916457,76136.76736183515,67066.95915879744,57783.396780696814,48469.81781505976
Acbd3,186678.53453153497,18.996733249269212,114.72393862508295,5.492467064132958,219.75853878909382,78.28494018047455,16.723236096317166,44.63532783030086,104.41282348106763,0.002582240262413377,0.008575846565454273,0.001664202522783112,0.017574829752141474,0.007396994992287152,0.002783635735629617,0.004936405342050362,0.009339565517130255,180256.12706732386,180649.068493848,174864.74918738552,167561.44234093514,157408.615567066,148564.92913319365,191677.76469418747,196641.45743380734,191530.743912286,183995.15515127746,175695.34199962002,169765.57818302105,174845.07222255194,174026.237397908,167320.36404824507,159975.66204581314,147816.7096026846,140516.21009147255,198596.26777724718,210003.38335976843,203036.47157596092,193176.43806904394,184978.06641910586,183324.5168138532,0.5435,1.0465653738980398,1.0851918098805942,1.0499985568182433,0.9939822067994505,0.933434468990555,0.8908275836131182,186678.53453153497,193568.43041691318,187290.9201237844,177299.14092669,166499.08653422983,158899.1877399593
Acbd5,39692.35366354245,111.88747663677366,175.96423467592425,87.19934416922014,216.96670543682575,148.87903573046438,109.95346494757675,138.90329395077873,173.04355118111366,0.018107751136822656,0.036244591055588325,0.010775106402826393,0.047007252620213866,0.027400559544087537,0.016754016978328477,0.024837505751371648,0.034124779238341375,37866.52866941853,106410.74494718014,149859.7095075792,162852.08613911745,141263.18798198336,112499.18584641816,42169.59150794136,126680.73750909357,170534.94859907075,182493.29086292692,171919.10401494213,151863.9418180597,35708.98280784634,96604.17084501662,140738.6967643766,152768.60953644017,128829.18375100274,101559.52984641217,43947.13024646664,137719.8768110399,182470.7853610464,192019.96188270152,188397.77189704851,179616.64983409483,0.095,0.3037841778219963,0.917326941275136,1.253616951885299,1.33323130413577,1.1855694415737068,1.006471183308092,39692.35366354245,119857.6754037646,163797.23186900106,174199.6203306911,154906.16366203895,131505.23653485754
Ace2,28833.387651261502,69.78026863711509,99.56019029446146,57.00807729830629,116.57450968452207,86.42820553122851,69.6806155242902,83.628396499469,99.47599647610818,0.01966550221663327,0.036218955793224004,0.01309636617922594,0.047582044109462276,0.027570949200569517,0.018670131972976404,0.026213423564618758,0.03483023783507572,17497.835672602167,394560.5897830064,802875.1611077936,1070815.2294920702,1154855.495540458,1020580.9080117856,41304.443557127415,492418.1876571864,934896.6350795423,1212146.2963479836,1350898.3140365228,1291177.4832684195,6168.993553407152,349329.8317369209,726019.0220562655,1013745.2890774205,1059806.1466857565,918121.3682682423,52526.149781368025,540870.8598769255,988306.2253796724,1292167.1874829796,1432287.8282763103,1431872.2234117924,0.629,0.035093190476271054,0.5545942129813773,1.072370723349511,1.4103350734018443,1.514609757530212,1.4129970422607843,28833.387651261502,455667.6014639036,881084.9156934697,1158764.3453809645,1244438.8693806855,1160951.4813746924
