,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Scamp1,13131.296303085617,69177.11549661162,33391.35509789157,61316.88611404333,29823.182432475274,21796.131181558292
Scamp2,0.0,69720.76481536624,38575.326043395144,90060.28296832458,99835.44462325361,75464.59222914398
Scamp3,8826.649616035897,61032.666604599115,70500.20502659757,77773.28020108808,53060.80976077608,57016.24273654666
Scarb2,0.0,3991.018340524672,2228.59542516281,8429.341306660293,13987.27766629435,5099.521578200112
Sccpdh,4972.150255424664,36417.238516220204,28320.511452319002,43304.65058224471,15884.645200850413,33089.37316937274
Scfd1,240358.4526638354,281488.1084467621,360516.43466513,351402.8253824994,367671.9875191206,348266.2164328483
Scfd2,6442.249231796103,0.0,0.0,0.0,0.0,4909.836346354711
Scin,3009661.761880806,1260561.5678895733,934883.316108766,1099307.138435741,1057318.4609773606,1111751.6024629134
Scly,0.0,14147.991975687812,13429.618064389733,14524.598963155977,6187.525513948017,13327.782642021297
Scmh1,481167.72169290384,51586.69901737371,5108.873699254994,378.4388828620632,642.1950895496071,0.0
Sco1,11634.295290933216,97288.09793845046,100252.441107043,96206.60471487809,174260.9382941681,121982.5099432218
Scp2,1114365.3028284442,4017160.5172860557,4364002.112637234,5780784.201014952,5150037.412693558,5123787.414260393
Scpep1,98476.55100377198,119462.71213301858,157964.96769717566,100699.0975753619,154880.90398013848,98681.77486966264
Scrn2,46718.27055223602,125314.62502330936,123525.52922903102,163326.60609023145,161252.02213341376,182091.25401711004
Scyl1,13639.978713605598,4040.971942623614,3815.6867914273403,13511.592043107525,27814.36803011303,22236.239231558455
Scyl2,3269.376290813069,20710.722886946587,29625.703118017715,41048.19505648413,40306.6151132643,49775.8759745838
Sdc4,14972.595380264625,8591.208138785498,5983.528001920216,21876.38490635842,26760.02647085999,29509.643954345927
