,SEM protein V1,SEM protein V2,SEM protein V3,SEM protein V4,SEM protein V5,SEM protein V6
Slc16a3,3545.091337157028,4452.707688708643,10822.5652534011,13536.200202585309,16686.38170588492,22350.546319918354
Slc1a5,2031.9758519960492,12504.034701656812,8724.806869271659,6511.535223373579,5759.9486670177475,4291.935545127028
Slc22a18,39513.96512046625,57352.29053579632,96440.99075449773,63859.09137568777,115329.98753388571,55626.22594017763
Slc25a1,91776.08137382238,59209.7518566684,41104.636289167735,78291.21544765476,46222.32519950558,93495.47294369893
Slc25a10,66657.93933557019,145022.2706446502,212114.93880948346,124040.98144959904,95724.78477131235,51041.1643344623
Slc25a11,26003.99233636336,79991.59728452162,65743.2336955674,79095.96028880369,43997.36896896126,132503.34421587444
Slc25a12,8379.923657271615,10774.637397484017,11376.63847539212,14856.537652920173,8919.392773559937,10124.236059808743
Slc25a13,4425.532571035086,11622.756894368462,14165.761146490568,23850.04482532331,15184.441781369153,16022.030942969046
Slc25a15,18392.46497643536,110083.98151644091,144711.61446994395,68028.08580522214,101804.7487326172,149022.56955949866
Slc25a20,102553.82090795605,133793.3609145928,137636.7029908092,122481.60454051099,33656.461069639816,77463.7296081617
Slc25a22,47206.307003110174,87838.20257539816,109773.59101111333,137885.61558801524,136826.20641463288,155414.45560775325
Slc25a24,40498.94873463018,82865.78545108726,53885.30942526417,147271.2114253756,70755.6708694285,85152.29727375055
Slc25a25,60275.77237604325,74508.90037237744,107917.18873006955,97272.46144502437,99213.94051038587,99315.19508858971
Slc25a3,420640.10609663476,714303.732085968,1012090.4941378178,257437.30408752378,1249822.4184965326,973324.7985284554
Slc25a45,43996.12626897015,63498.73320826749,162195.8836433383,95953.55780519417,81394.88397962261,167192.0598199301
Slc25a5,1415151.3796571407,2328238.7269309866,2011630.1222031496,2792926.679014226,1349203.2455768576,2322776.906762561
Slc26a2,6366.594139998928,8008.288263439413,7753.000198711326,8399.744933614835,10062.71785602583,12377.223210716094
Slc26a6,21378.259774621438,38722.45588651289,20535.848445515672,77625.6257024765,84525.731941027,79736.83811961075
Slc27a2,26152.892784351687,52894.05821634726,32413.083777734053,47264.79840831369,49584.78812588188,33284.80415013595
Slc27a4,75214.62459070106,179217.71125539663,151747.17453476848,207708.69061582134,174280.98220182405,144980.56727778015
Slc28a2,13383.206288087194,65463.21752488722,18985.16598214539,40112.53276450755,51195.24625924558,59421.90872767424
Slc2a2,20668.9950850187,38774.39390863714,57630.537491708266,56877.30293840227,47017.45406133595,32405.624051632618
Slc30a5,4838.518615748313,5427.836562698699,6106.558867178783,7445.650457136696,7310.135187297234,3542.1910845011125
Slc30a7,54691.19657059658,36104.041855374635,69667.76614313193,44296.281398751424,48136.639568068094,41657.01161004931
Slc33a1,22760.845966430938,31068.4963890699,36698.42574671999,29620.32657642758,23272.103964149206,11824.187747320697
Slc34a2,27345.941390768032,189852.24829593438,166847.78274543525,283536.36381324707,160177.9823169912,312058.7407699849
Slc35a1,2080.242533895883,9731.067344644707,8804.607037078407,4436.017348497177,9484.308385659015,6568.770374401054
Slc35f2,4252.487218860659,4877.6977756205015,38248.80331088786,28105.590442481236,33922.92605586257,18247.21945082286
Slc35g1,13891.381898325879,13653.244856019432,26885.59753264683,40112.46470085224,44863.360193422224,45868.56195771811
Slc38a10,3649.114920232313,2693.2714930822067,5340.383532065572,4590.8440485855845,4547.0358865815915,4388.457329396829
Slc39a11,4669.451905964455,18891.93912998882,27158.39466652275,16556.989656625457,30659.355936717984,10145.022861820837
Slc39a14,4057.7338871206466,9221.815736778335,14382.461398775113,9967.585517448226,9521.974647387855,9715.499973314187
Slc39a4,8950.816218003176,20173.035027173384,23427.489155482566,37782.682318006344,39843.41457414441,49216.68395016327
Slc39a5,1031.3737565944634,1506.4020935310316,1625.6348140252085,1655.5623794587227,1663.0742366826885,19979.5166695115
Slc3a1,13852.93086954562,73349.698250216,61617.369013581105,58732.61888351024,42557.26084528882,31969.0073301153
Slc3a2,147904.1214417179,133665.97430333577,87593.6017005674,365613.98202915804,274239.44697625923,263658.2167574246
Slc43a2,7464.894819798791,129535.37688229696,272452.4595689594,224978.44451503232,159385.59624473218,243697.87443629978
Slc44a1,1822.1743721157422,3496.1570523614596,4491.008368252589,13068.866464073817,4851.005149642396,8835.36081769832
Slc4a2,2792.9002195972935,4874.152604899894,6529.746283048911,3742.3518779366495,2798.268158382031,3008.7387248971036
Slc4a4,3580.570260016333,19145.622631422608,21903.489670391267,5398.83433655431,11926.513098980444,27867.377866214858
Slc4a7,2437.6474958342487,7762.199096109377,9938.352240332402,6033.346285809925,7251.951776195403,7469.340831229382
Slc51b,21644.770659527512,96014.71059711186,62783.88523580749,172589.2052412632,221731.97441410035,416400.7227758222
Slc52a2,8440.378274833321,13057.572832423348,33340.87337622581,26984.47159681427,44695.73153195715,43041.50458993618
Slc52a3,7615.125268031905,38062.22467050917,26558.845916438084,27965.888457553534,20243.416585810777,29857.50816222146
Slc5a1,46764.1367336233,638720.0306016004,909408.9804310591,80512.28618780556,602916.918641735,435087.28814580414
Slc5a11,7112.152884788459,11894.77473252431,50496.92430318195,29070.117952395693,18459.980707305214,23714.36292164705
Slc5a9,1512.4320747258332,2209.025417917743,2729.5130588115044,9747.70637735718,7804.836069299746,8886.196567261884
Slc6a19,13370.97947289996,166677.82053254422,274018.46475444187,315894.16752030083,379460.51567147434,353899.4906453388
Slc6a8,1965.9074125447355,2871.361640734481,7698.950614901942,11659.134432265273,9204.478588341737,9257.650571164875
Slc7a1,615.8429466953672,899.4868235269591,970.6817996082743,6567.721257904111,993.0372301440367,5324.955741410959
Slc7a5,12922.50800249969,16605.83699052927,10052.970284784255,4985.378723461831,5938.202136094657,5283.285256065181
Slc7a7,58589.371921339276,127314.79250950542,100733.7586842085,53158.1966562908,28625.277312385748,26722.36930203224
Slc7a8,40653.80076733081,26620.131438839922,124456.15170562376,20275.410181389405,63283.39193595009,42527.97667215025
Slc9a1,6050.714413526747,9466.128111338574,11889.869209399734,14185.19409489426,13250.976941791334,11449.21143620322
Slc9a3,10971.22624927804,33127.038539195346,35323.32065851633,37033.93412757507,56798.63520720808,45633.035310129155
Slc9a3r1,256479.37965449665,957040.9860828307,325059.0549931377,1788597.4683261828,1427269.645337562,2335014.4263625327
Slirp,22370.952354716446,149198.23806517725,25644.947695337243,123882.10595388441,32753.38183338157,84821.20110901611
Slk,3769.12399392738,2717.733422331372,1312.7312457632365,2129.3393921130505,2194.178299683572,1537.792857370806
Slmap,1985.7277448026794,9808.649166094563,2916.455349934561,11628.068792155544,6385.240682294376,7659.679058965349
Sltm,5438.574508148518,8485.196594231791,2450.8943261198388,11005.038423542439,7670.968313245152,3730.699050597384
Smap1,74538.08165995513,31104.813572350842,23578.211405929374,38507.50687098177,47655.204933074,40524.53408915029
Smap2,986.8021233850827,3956.993567576679,3180.353075314859,3311.7112699321724,4020.327862257199,4129.913244027167
Smarca4,8808.125820110443,8689090.155074688,705832.960776026,8915.07582128643,5332.741324742441,5821.9387243058045
Smarca5,33152.52706996274,24735.858347673282,33564.313584603624,33628.23734222697,28165.818586861387,35309.91216207649
Smarcb1,1665.35100125454,2432.375478543669,2624.8996039518315,13483.737541157981,7268.168275455791,11424.083939654589
Smarcc2,2733.256468988052,5613.228038116379,6716.9910256981375,8689.276366603035,5893.3724226543445,3709.3102433587055
Smarcd2,7129.751385587533,5838.5528954963875,4570.912387549115,6675.572036664899,7547.3104939089435,7048.484056765431
Smarce1,21098.30340933533,14884.043344389112,16995.914048565668,15520.20762088207,16562.00807097272,4354.297899690453
Smc1a,44691.30493192628,58952.8132750757,33765.03583952752,46636.66482021794,53512.72306547031,71015.33393225433
Smc2,6058.057115276964,1816.7926550985626,1487.3340052563287,1080.7989181411033,4500.236491888156,899.8687826354186
Smc3,21864.42652726262,4467.0013701984335,6057.5632373451435,13863.65171587239,13710.653326085501,12892.134237227632
Smc4,2637.7466843925968,603.2410295302803,650.9879553832626,1861.2146410507332,1868.7821950448033,666.7356752993671
Smc5,1891.8514955519804,5321.63372253653,14528.87477093733,4509.072537667184,4859.922375086011,6486.2765659662555
Smdt1,1441.193753110033,9127.135175687723,11781.506618029349,2313.40592477191,1120.3622173968763,4642.489009314588
Smek1,10648.544406185798,7776.244936566913,7931.899636925203,7308.218150626098,7126.086318268842,4287.896212615538
Smim24,109760.05318728424,685245.2729976611,168885.93062010253,762582.8572484691,1031694.7096803758,857538.7838139061
Smpd2,10504.453679109603,28408.03176286361,27569.867887000037,25890.01378947266,20359.505816313165,13493.200332562357
Smpdl3a,22397.276792963097,33076.108998503354,41950.03165502119,14375.013277746148,10737.474042555257,7433.637362860023
Smpdl3b,3539.8725582563834,41163.09862862449,35036.729616705896,26787.99252336473,32897.68377848086,20893.27395816639
Smu1,27712.948362361276,20554.640910192014,3537.1413043831285,14240.069889761731,13879.583063626449,18600.196004756974
Snap23,34160.3917126797,73572.5377891696,97689.5571280639,41400.129113232506,77277.87834282461,96087.07368219229
Snap29,13567.216443266658,17737.740659641524,47788.7407218213,11960.26019594335,9962.136709173155,7955.873075368215
Snd1,8734.761540064012,99452.45077189256,115596.88492993351,48677.412677949564,14527.85033901273,62539.61841485669
Snf8,45027.15419345047,12374.176885236644,26988.694249583656,23943.615053569967,25609.393870568594,86489.617336107
Snrnp200,14304.94553502208,10105.73978213434,9655.765242056226,11496.292609803415,10897.202014940036,8551.02164640605
Snrnp40,37391.61628666653,23742.708754372474,7064.299549024257,16966.12412991088,3042.6094774297676,6085.710902246648
Snrnp70,40899.97048998298,26034.97655656381,23572.339990573662,24633.006106498065,19273.396675367556,29506.0921585253
Snrpa,47087.852266874484,47937.45188759966,108842.64073541293,28827.95988963019,74349.90523387985,47458.91181551802
Snrpa1,76807.47749463657,205062.56710392298,125155.58103477237,30234.395711451903,43850.838848795356,84159.39884923711
Snrpb,6123.63588333329,11490.708988540031,12201.932806012592,24352.039914997215,9883.069020571182,20438.059777107297
Snrpb2,89335.44936968775,43358.72594185079,104015.73888542718,63324.0598384151,30697.70913569753,76311.9691680319
Snrpc,18677.57338912375,48753.72036198845,103731.31093576671,46811.01342554614,107773.63572861259,46718.81756195583
Snrpd1,465838.6752729951,563929.0628806821,414769.5249021093,324739.5359432853,244886.4519185551,386623.4695921485
Snrpd2,555882.443852435,300242.2941284042,576406.831015921,511983.85823222983,408204.764142775,281503.33823458705
Snrpd3,252693.9699543141,202356.4183689512,134797.29149626943,107739.6691927344,86065.86643405913,143858.1168724067
Snrpe,179730.98251484605,214954.24678078294,49191.745741252016,214321.2434683359,70544.15990048154,53848.7219510069
Snrpf,82850.00278463672,110442.14812342383,233222.7354180045,21548.582701592473,113434.36880040696,77628.73899609965
Snrpg,157664.63283500975,246971.0927647157,42918.957468565284,43709.08566765218,43907.408856798844,43957.18823108109
Snw1,39057.27002096849,16757.17163052162,29801.530629373035,18626.99030363166,23086.441618610446,12501.856892182352
Snx1,24020.678176436628,22696.491622912166,12505.094378207625,20789.84212916259,14071.4799829951,26810.735947262176
Snx12,11244.15061379167,14689.81870995189,11023.831103268813,8362.794769510308,4502.2581071694885,4507.362475595396
Snx2,30815.07391349535,21443.810732266105,25253.999841678302,9198.982938447061,18183.153777214597,19532.17745208864
Snx3,64679.42342479376,41196.18449664192,24928.668599320274,35643.10494508244,16770.451292876372,21130.479368105473
Snx4,13538.122980304654,10434.596880087203,17694.957545600668,9767.893332632162,9727.241521470585,2985.3195876339987
Snx5,31111.19626612374,30044.00843549902,31299.762389154985,13347.52927073089,23374.28606035164,22820.920738662466
Snx6,1074.268376642444,189.53208528668787,1693.2446278667292,7895.887109648476,6188.274607231616,6464.982761363489
Snx7,22321.06755989708,7138.380729800976,18998.58671434965,20466.460314471577,20958.012384334164,14248.646764593961
Snx9,10164.376714323624,27552.375360267677,26776.686704392483,50149.6361961333,44181.15397057804,71422.72919980118
Soat2,51659.41281922698,172732.9957898779,160851.69535460853,125516.78245749442,119485.24334441283,75728.64261065265
Sod1,810494.3103724599,1535529.8905929448,367009.8989434234,1236398.54997947,506815.08327315067,677318.0940749113
Sod2,132629.42223398478,111164.96411826987,393151.96895218274,154727.75381023652,268060.10324047774,183120.6365058241
Son,9387.319092555874,3257.6908906257295,3137.628460801628,9311.071832605203,5782.7735232207015,4664.0739892979645
Sorbs1,1070.3805383062138,2677.440668825817,3046.407590473628,5508.706848087715,5062.163110251465,4047.90995856175
Sord,69821.69837106227,20265.622323490716,53067.012199319135,122163.2760653654,119701.29785793531,247687.76992843786
Sort1,663.4338520297255,2836.46827711574,1045.693823181539,8117.307835643259,1069.77682920395,1553.4694310489015
Sowahb,1824.3691573678775,5707.332679326087,5809.781630933361,7607.303262082883,7152.101405578911,8272.146991911459
Sp1,64065.75502518175,36065.995757589284,26070.582931450186,29380.56442007667,7121.289752051705,27856.105358974375
Spag9,594.6045489966793,624.2230283648518,906.4897476477894,3077.1376988880597,3424.209141958715,3377.4920383600966
Spata5,24988.062171990037,18863.025849799033,13010.798359914126,15234.028995428991,14446.756053071598,16587.315784573962
Spcs2,78785.33402396993,92457.69530844966,8003.58059628257,48891.51624592519,44397.8230879703,50045.66308850349
Spcs3,291895.02358689415,159725.51060976347,270276.7281513971,247610.86374817675,193566.6221131443,31940.065877715115
Sphk2,6658.651430357744,15474.489671430321,15035.779491988438,24751.95272885511,17251.805567576557,28695.16285735712
Spint1,39229.30417717148,61067.46343609891,80008.19276727688,46201.40494186729,37258.12676495638,29188.990526937338
Spint2,27464.090936367484,55413.28952637714,17921.017404506205,42091.94102171136,41871.870563210934,30422.729198183482
Sppl2a,20532.593511194045,10459.162197581229,12774.08557510278,11420.371556449922,10638.270557395921,11372.166365627141
Spr,56112.50109446425,38818.92413770472,111626.21462011909,17187.66304526367,60252.45588891873,71477.63455271376
Spryd4,14873.409482880059,29928.169077762406,24352.583737189652,35266.649469251664,29768.56754826335,19052.370459012913
Sptan1,53223.73739764739,133292.03361870744,228840.18741298883,125768.61357484938,120503.76186661486,136816.9805353925
Sptbn1,41034.50235749012,77027.66882339724,99577.10535742171,67291.14921351484,100794.53831784856,51471.840677175656
Sptlc1,21307.105528831056,25380.05344629521,57033.968489790226,38312.28125156838,43684.411768062535,32187.181792612566
Sptlc2,32220.963104017304,18269.199391457096,48639.596425982236,30253.627812488343,36317.750637893376,15322.837427751356
Sqrdl,140261.63479236365,81137.75296091654,83822.34281013849,63012.957364092115,55868.62897958104,66438.95165277134
Src,10191.990556171932,27698.531864543304,14893.314607657592,10577.571797153862,15637.658872770851,21700.989177321353
Sri,372043.1002352376,153498.86952299878,201443.17676351973,121481.95907888006,72131.88921501371,85569.43183350985
Srm,18706.088754034772,8399.451393778989,4091.165090063804,4575.364251488963,1832.8079922111347,4364.348912494012
Srp14,12650.891876104526,18522.021350344297,33536.000481983596,11710.09066022216,8756.619915370859,37733.97885051052
Srp68,15733.50147676876,12113.296744451854,37083.55422161328,21356.149800073283,21265.235084137264,23646.973844306136
Srpk1,6460.478053873221,7038.181559891698,9766.639095258888,6225.7985472719665,11037.583335671117,6917.301646871745
Srpr,19854.83439208489,25430.737748718748,25509.74009717758,14343.349879406778,22503.518396518295,5840.075424332496
Srprb,52756.36138875612,26634.892913333853,29034.34765757204,18767.675275106034,75024.60829883622,63478.076153447626
Srrm1,16557.32822936893,15846.06810574189,4325.504183332781,7381.821632271208,8589.710876708265,7316.302425146821
Srrm2,9493.712733063687,8535.328648375698,2382.6710130310635,4930.595119502769,5716.816870090625,2988.8444586979035
Srrt,15651.665777891334,43336.29399360512,23168.040403107163,31434.66052538218,15566.472923909263,17949.56274377028
Srsf1,260566.2391687434,99156.53595159273,191807.02217094565,144657.05412861452,98803.08003849247,85381.15419262178
Srsf10,11388.586080296524,30712.400980963885,12120.920940563889,47824.66019390794,7863.589939253704,23555.839882655335
Srsf2,54976.663203506956,177763.3719926969,159094.09442141364,77327.76425541984,91083.53108522117,59760.403258521685
Srsf3,112599.17101906912,40568.196580659176,88038.18603542841,85380.47336399004,37820.71047203516,44797.29549352359
Srsf4,40733.605142169676,24349.586332984734,9234.871029735648,8745.273283407465,14029.748385585937,29336.370252759963
Srsf5,34803.02461242493,66666.25498598204,39403.54747907159,28092.99959336437,17242.162321211534,38544.41748054626
Srsf6,42799.51691461541,35282.969955416695,57805.74138334626,27650.197398599994,32112.50371123428,36604.16676858799
Srsf7,64689.331248554176,37696.900528480255,38359.28810787531,30552.80131184178,84115.7499143306,87779.00496004682
Srxn1,15050.257727766726,21982.07934255586,12727.353713463133,55713.21553722658,109200.21618786322,113161.14955747435
Ssb,51186.49566327941,50901.96737050513,53487.50227312712,26526.1262180496,53232.51270106351,25222.445860824275
Ssbp1,24916.753447412782,131915.71156981983,183906.65116247055,106396.76286815251,126856.87069710885,47242.96878466594
Ssfa2,3002.267950753277,2895.3582290992836,4816.250019352518,4791.15333852836,1312.3639173829013,2326.2124466330497
Ssr1,130422.94302468387,186804.88222774278,130474.73278947241,148539.65557786956,72133.3295457038,61808.52577639913
Ssr3,334379.74843462196,160563.95384872027,156703.87072890621,90321.64422061543,367634.88860855735,86905.89209921267
Ssr4,64769.96057155216,124915.62614571404,61623.245010192324,148426.32131886398,66235.33550847336,120893.21042188515
Ssrp1,2426.496261458218,14732.446352309782,10603.994764906496,3323.1633488270695,6721.083347176974,9791.121140186742
St13,165207.81235764353,105600.01458504323,108481.29142162846,101839.14548613364,18678.19131471721,90398.76088361647
St14,12562.215544445411,6115.551077333076,15933.362260645577,15348.949948912177,18495.37439190605,29517.656605228607
St3gal4,96747.56599271933,168150.33990328672,312205.85047999606,206575.07785885312,206739.25752117595,157664.91148357317
Stard10,169089.41446555886,18114.085793298673,246309.91115598305,103801.32934371212,28937.02048552716,17633.355085056817
Stat1,29903.264660308283,42579.619551534175,52180.27758444337,26348.587275576927,19396.22974989015,40569.953720208636
Stat3,10292.68566929443,2862.0227573933744,13265.052841808654,4915.473339339595,5766.274665127622,14594.5338923841
Stau1,8798.887543850196,9584.574247391552,15310.674610479511,8780.588232605613,5732.640822740212,8091.513760257894
Steap3,8101.478914245671,2444.126833825035,2786.208697958482,2686.1383518270673,9328.022843280656,7146.098832504565
Stim1,10796.031603561123,6871.252173185512,30613.89411880726,9550.20616643161,13343.966000917655,10162.852230152821
Stip1,28771.35811949369,77024.70988205924,48536.78948888398,55835.80874645351,53498.71289477256,78094.41468600406
Stk10,1913.4097026963525,2794.684626688365,4078.0014357547934,10321.768436407632,10067.36013067901,12430.317043697954
Stk24,23448.80131772582,12651.057381239114,28526.03660660353,19112.56937312542,8761.064466952566,17675.201140319725
Stk25,7493.170214053038,3460.204029769678,13116.63116954358,8394.74505355566,12940.019027981023,19333.343083803768
Stk38,1218.1815146890729,4024.737612825067,6409.379602939521,3888.693879985566,3852.9277060112518,4817.456914696012
Stk39,21732.447665458265,15932.839876441341,18170.010155175547,12556.927470858183,14841.016872734743,11897.187884706216
Stmn1,55093.33919232815,39985.046308650955,51825.65784033693,24591.717149830874,44441.5346626004,9454.647525157035
Stom,13857.568140614985,56068.15501541349,29032.59413310165,83275.5986745024,70774.28026959096,98180.43830284031
Stoml2,81183.17853001718,99459.5755980778,23801.17637103752,40867.145602969154,50139.821312936794,39113.931287957756
Strap,15900.68929311382,54108.355400467895,44368.61019375759,34141.71300733747,40239.45174588101,19207.10618095756
Strn,12354.266337997065,11262.908851500037,13810.244016491128,11595.131106286328,9824.516036093522,14584.856735039011
Strn3,4278.5748529007815,4411.484025291854,1176.249681537889,3562.8013615072364,2038.4950260389012,4494.050901830486
Stt3a,59190.77470271033,80652.24578319123,107702.52154839161,74027.67198005304,58912.7673610241,51743.885037891094
Stt3b,25855.979799118282,23885.791302060465,27423.357363680258,34570.59153875271,41537.40388700007,19389.3799842609
Stub1,8627.65076265821,1050.1132662483515,1133.2304247410934,1154.0929378929322,1159.3294553930903,1160.6438279871247
Stx12,69050.48794928245,133717.52291902024,205434.07679753687,140398.18551574906,94951.48645911078,128960.14402123404
Stx3,4197.5145823439725,4561.548386622436,13596.329106027715,22004.911741151063,17648.97852485625,5041.678027659397
Stx7,41856.13264370419,66851.03739773705,114596.2342212936,76616.52553449059,99569.5790411419,80177.9680622179
Stx8,11360.31493112561,67028.24909487905,89093.63443563778,8723.411333361311,55911.07923070215,37399.22363032567
Stxbp2,14316.767066739585,16063.075169449368,20778.074311555778,52560.51497490513,30462.64591073969,41242.33049182191
Stxbp3,13593.70597407937,22724.52624220022,14712.698367167373,3153.315367669531,10093.089188424985,7086.981769859701
Styk1,17946.04604712294,29845.792741594098,16019.245655909051,20649.663124674495,8468.02238910987,10889.912062159503
Sub1,353685.03133553884,111489.90501016796,77030.1866250013,63971.512116436556,105642.18527290157,55324.337654371564
Sucla2,86023.53621359599,359780.34404580295,384509.3163426946,315640.8169134601,178335.05994489664,290171.37197442737
Suclg1,188639.9307312542,325549.65356616164,174133.50891502737,311868.4002124945,520015.5650531751,158375.41803745186
Suclg2,177725.5013070832,242376.85624069636,106860.62579051359,191532.49876304247,153921.286269967,141026.22554424877
Sugt1,19346.45293302777,16673.848622886908,28379.47007741945,15014.675774955662,16599.745544996564,10315.185118745703
Sult1b1,164024.27850919563,285294.1409743513,295867.627307741,434233.3199902598,169028.72439784426,542533.5884215377
Sult1d1,113891.32834263421,42759.629575946965,105359.88514570141,99897.80020948804,90096.80543671113,158745.16266867684
Sult2b1,6767.228802710468,30490.40353381895,64348.58256528253,56485.98386852785,37841.807880495886,94389.83996669033
Sumf1,6106.159800103507,6061.1130647592245,23385.575386174067,18592.305366343608,26962.617049114182,15582.933929797015
Sumo1,122280.55209863473,147065.70001239338,82875.62713162563,78068.0993759522,49049.95895408428,65930.8931627663
Sumo3,411347.7012606053,457632.18218373344,334282.7790695226,149243.530170353,50338.71514026626,443511.3934719886
Supv3l1,4136.876847213572,6327.036443803389,8170.449771308008,15678.296177363976,10513.075094748123,9462.90526321264
Surf1,3768.0071060381624,12550.369123900706,20200.480231342146,22796.189993613618,6075.853202219247,15506.804374563562
Surf4,206296.1803588982,330172.2124851874,541901.6641221746,612542.4077994861,212049.10816344776,409371.1992610692
Susd2,6159.760271524488,5356.296034589623,8946.222016952266,30665.15996565097,29392.077040594686,43978.01337089626
Svil,1302.2379840286849,1111.9928059269016,2596.7151954203982,2131.7389440161587,2883.553357679188,2302.54050995408
Syap1,27711.067768877107,39661.83556032134,62475.8026496622,77402.08455574539,68545.10830873632,71022.7421484598
Syf2,24680.405689591706,3003.972013239715,3241.7383818374783,3301.418044639822,3316.397716378961,3320.157633155896
Syncrip,31008.171857289966,65540.73137802242,60357.539105047894,20692.499491839717,50877.1304965451,24132.053449627423
Syne2,1674.7600726712835,2089.2392355167062,1876.5134917527037,1595.6302210640886,2579.523381091171,1574.7461327763128
Synpo,30443.639642406084,12800.893773300859,8614.380490420619,26245.637129048893,17172.349954747468,18528.04570102352
Taco1,32077.169760172506,38714.23094550033,25095.157845015605,35765.77196521644,15859.791165851562,45756.58553454462
Tagln,1671.912004264972,5493.6242998012885,23369.549421468935,24525.714140062442,28093.143293079298,34693.39008226138
Tagln2,345113.55789150187,340195.9031277686,376657.4946219672,350048.6108194591,235526.44293343704,521902.77261303295
Taldo1,838362.6268562338,380207.5545440982,623418.395796272,601648.1987651612,342684.9184533369,4612930.283677529
Tamm41,3900.474917444699,23893.47859927277,10363.749964350673,19395.37943913191,10132.916723418914,8886.295070498787
Taok3,6126.445451113006,14658.59669349843,12086.103361797963,10366.57138245027,10117.113690901253,13219.055264647492
Tap1,17318.9884271422,72274.50885638714,73437.1953539443,342225.0800453778,318684.5654723969,37663.23647681477
Tap2,4131.787805915834,15254.793036685958,26760.992844908124,40662.363830457645,12520.3114211429,17591.97361479683
Tapbp,6028.510903263947,43252.46012379434,90588.61904660011,32914.89295031264,51221.309828442536,36814.45723680078
Tapbpl,13284.996918628342,10713.571836547822,17061.611010175708,12041.202109243402,11087.733212979096,11265.713842019386
Tardbp,52603.1983350657,328564.8047105155,282726.9555997056,92178.83258721011,260484.73263969595,147959.072709815
Tars,27996.48830914615,19320.11066850173,33901.050949788274,35184.52746184914,30068.941805276085,17213.650725749263
Tars2,15120.92217111325,8964.4727374,5012.129410843443,8533.263103122712,10268.688780168963,9723.01778245189
Tax1bp3,47409.81307972947,73815.62784257965,128994.92719601354,153440.41925695926,167708.16796306786,171328.65411732014
Tbc1d13,3829.7603439963214,19240.101554185658,17289.396790471408,19489.416418448785,11554.8374440921,16998.97537103623
Tbc1d22a,2273.940498715542,7699.3391530605595,6487.951395325304,10994.013781160324,6732.5476143385295,11098.974917578555
Tbc1d23,221.7543898014484,323.88964224726493,349.5257213199548,2518.3053500223814,357.5755250626269,1763.1712367736184
Tbc1d30,3014.0819739942294,4402.302624696653,33978.857125754,4838.2079656808655,23560.514783907995,4865.670718112129
Tbca,13223.186930305937,49996.03779812371,14646.09014542105,37763.97812370481,25418.324555045674,46514.83513650565
Tbcb,62099.08545038195,7997.235678516273,1389615.6684936637,1435688.595744938,29538.57077687019,1056778.198902022
Tbcd,4875.510432716519,4293.63822695272,5211.681849193917,7883.321348767256,9704.873395347857,9577.896779456622
Tbl1xr1,20846.05919395411,7532.402963062171,32836.08562173659,8278.243256644977,16529.31214532237,16072.272825452534
Tbl2,9601.052518026649,31319.31235499254,27550.967349943232,20817.515976187846,12509.424993898916,13416.756686860961
Tbrg4,8256.610353896365,9810.74581158496,51067.66405119566,12269.075522865507,21193.885932872625,13227.95452046799
Tbx3,2125.2317658472425,3595.730464315223,15915.204285130258,8870.759551874286,6348.399723578285,5618.350636638474
Tcea1,73179.69434469564,141086.68399379056,54100.59240290522,94703.57988506612,64856.500563621594,49184.90172057725
Tceb1,22421.962209797686,62405.95241064782,111132.52733074337,63786.32251454863,31840.997850315525,46242.31402766119
Tceb2,63642.06892374424,117186.04248834506,109972.81774345059,101298.23021194177,60311.92280688208,95213.40311015298
Tcerg1,8108.9174558205395,3081.5479703344936,12369.957717040801,7478.380078618678,10877.58910478578,5236.448001915118
Tcof1,13399.877379808393,1329.5065368499002,4408.834469917311,10843.534474129903,2258.4975338871645,3368.3029176384393
Tcp1,31666.996405092334,75899.19721495957,155386.55504130517,45055.21029193816,70201.39043524436,66023.54061263795
Tdrd7,2390.9335582935755,3948.235218487554,3243.8315905505783,4205.753181190686,3050.9681288377874,3324.5706260874226
Tecr,6601.836931544592,42495.69921400723,13296.207626838645,13099.576925146828,45004.64422917953,46115.04045118007
Tep1,942.6669619137874,472.0580735501921,2487.3977161988023,4863.403258365155,3237.694599129428,3669.254083725573
Tes,7842.215023963016,33616.69122379458,15773.423994311004,6948.757626714457,11001.091865821023,17098.128160305918
Tfam,75939.02410820469,90555.7386598236,46350.98559294661,32896.906249833875,55341.95317910633,30988.878418319207
Tfrc,124298.19253811183,62185.145134232036,70356.3908518245,94975.65407752337,105388.20014310267,90980.03246825171
Tgm2,91874.83641806136,42760.77996918502,88428.2388151902,57799.00926038197,25088.303753786622,62977.853567943384
Tgoln1,11146.926691701838,5010.7520302620005,26688.6892280935,21715.047727773977,22129.138838663665,12960.103117387276
Thbs1,1329.909530824122,1064.1760388027271,1203.9847444179688,2134.772358941983,2144.4585570369672,23353.381142698414
Thnsl2,3543.044249680383,14986.605851030305,12799.529711662279,14404.752594365598,12385.297271745701,12075.928139720763
Thoc1,6850.352506921835,4154.551050652489,2796.6147945397906,4050.830545269044,6940.033813483783,7699.016812227079
Thoc2,6826.5854594509265,1045.120452400667,942.4034200852177,3703.6404476313432,4902.494034682284,3005.6983946883324
Thoc5,1219.6097234538208,1781.335455701376,1922.3293333706217,9697.28803023945,8204.835721830548,5659.507301243843
Thoc6,16323.813262405849,5061.151997423212,11122.77068958597,3309.463121809354,7800.164291355565,9294.78843999824
