,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Abcc2,24.202932431729632,513.7769744961465,6.025941475357607,2432.585137719566,98.79242623005372,22.786198746365834,101.89668948866863,489.8982676592785,0.0013094616988201069,0.004079518541483331,0.0006941292476644386,0.006737650423099613,0.002483245121253561,0.0012336456231396983,0.002297836390532044,0.003888373054548483,0.0,8376.511630549834,16894.210493991017,24287.622221134352,29723.72996707148,31881.38658952932,0.0,8919.441118873194,17586.964468405717,24693.242350084878,30016.010145836517,33230.41000245289,0.0,8287.577034325983,16778.16947775663,24217.02116200765,29436.185241298197,30688.359705397328,0.0,9429.519734968771,18213.918927154442,25036.780885145858,30062.320522340247,33459.676297534075,0.0005,0.0,0.46494851503452017,0.9235102992345118,1.3065897863282023,1.5861715194680666,1.7187798799346994,0.0,8741.401290047934,17362.726968816645,24564.925522828733,29821.284116771538,32314.426595499754
Abcc3,59.359762379076784,162.32892392527242,38.28654455387293,332.44829460784786,96.87704809697061,64.78375564234614,102.3030738292847,183.48662996361696,0.0022693831956946695,0.007149948193153698,0.0011289700761233598,0.010633718240333693,0.004393946431304026,0.0020726620391202655,0.0039407539495896265,0.00667378532926435,8414.39894294015,29051.6207390085,40767.372898103684,46955.062058403135,48303.735141486795,45078.193960971446,16645.2337529914,32672.434450509238,43771.016525962455,50371.364014828534,52188.51726470908,50823.804896317444,3715.024047004989,27222.535991431152,40201.39761919773,45749.591216773966,46688.64892344303,41536.58238154608,20353.695607944886,34410.640186756085,46176.324984226725,52565.9715580365,54303.290433317234,52910.19657733668,0.0925,0.3384661770560585,0.8008216204605254,1.1012838258962423,1.2559229830767702,1.287896243842788,1.2156091496676156,13148.233090408105,31109.13303431612,42781.044084005975,48788.237184358455,50030.2870957219,47222.18505164076
Abcd1,416.11285718625993,851.4379715901472,323.1748690679767,1511.2720815490736,566.1005192074647,449.77841741175183,617.113017126105,948.3573793285302,0.033371207527597785,0.03938437809623955,0.03045429595839264,0.04244498900686981,0.03638601537722027,0.0333109990339819,0.036157011415380726,0.03932598742881054,56444.0234361983,435429.54490874725,677898.4632660672,742246.1305447378,689825.911802961,524659.2726705701,115144.45370009553,468393.4579975604,701004.0743553722,762527.4644941826,720257.2046513398,567096.7338450778,28412.210001912958,420288.07654444495,664675.449342854,733384.1484826909,676477.0061292346,501479.71182948357,138343.62106214926,487469.90829242935,710735.8156908515,771062.057821512,736877.4144914069,588162.6092912853,0.0295,0.17101568185492244,0.8448055030703278,1.2790052498003281,1.3928760023646138,1.3052978268190365,1.0069997360907716,92039.34554957735,454667.9273847912,688350.9445991052,749635.321736786,702501.4105409753,541959.6359415619
Abcd3,79.41795069174547,141.25253415502425,61.56308624929089,194.87565229488922,109.66336648744996,81.40224909499204,107.97187767195565,145.17788270179759,0.005248803125708144,0.011164355315096934,0.002953050109363325,0.01465875924956608,0.00802827959208534,0.0046470556561901384,0.007293658732290822,0.010166810250787956,328328.50251362374,1044274.7413326958,1544947.3257239158,1840349.3408140738,1849263.7794115588,1643327.0609747146,477432.63977073005,1153589.2280347177,1675427.1592638209,1924675.6436593758,1937161.7948589441,1850263.2766650282,250935.28012450613,998190.8493165212,1504034.5859510785,1799291.4533380996,1793602.5563280624,1531888.4508188597,537603.3738541646,1223964.448004602,1757663.943731939,1962019.927253683,1973629.8030389403,1941351.269275047,0.8325,0.28030529430438844,0.7776002126653263,1.1413393569196328,1.3101316606829532,1.3020744433446996,1.1885490320829992,403909.04916598316,1120491.72424069,1644625.7127363372,1887848.870860294,1876238.7334132157,1712653.022223983
Abce1,30.156246774136015,302.71774745694233,6.4515985896792065,588.2532670841059,112.51295821066479,22.165331151697373,81.38298016566266,235.24724589864923,0.0018000786832247377,0.005410402257656499,0.0008833950088009371,0.008164446749621912,0.0034323833176881655,0.001620806600008847,0.003002100117201235,0.004987914371100773,100070.3885628469,124312.27975438534,124823.97014353074,118365.71019023414,111934.54691683383,105155.62127531086,140017.8167688612,135582.54917254412,130860.1023664708,128387.48743864664,128335.51506855465,125420.76211639926,65662.34927415456,121605.24707363595,124127.55857587818,115959.1208275774,104143.58999254527,92633.76477995273,152050.83500951945,144562.49467569633,137163.63798339927,137637.73493796008,138963.424224475,136280.05387943142,0.5085,0.9348988166259197,1.077466962140456,1.0587477454477372,1.0210436608395963,0.9817406427829298,0.9261021721633618,114684.07272359359,132172.91245414937,129876.62544389907,125251.46397799603,120430.16128629415,113604.98801910279
Abcf1,39.83116935942615,114.6274156437304,22.907907216590306,189.50757685279441,82.04689496778553,39.62528331504373,67.9631334738598,114.17841765228131,0.0036970714657687726,0.012177555732744674,0.0015830714105947669,0.016864296553183233,0.007832865150371075,0.00309837816981069,0.006120265821888939,0.010549631040308179,153325.08799394846,217077.27122703445,234957.2803533844,246486.95940878012,244962.20969437656,230665.4896496774,194857.75530438786,234723.47358149852,250489.2530942172,261694.5560626761,262087.3256498728,257489.8283745086,130043.31496080352,208406.87845261805,233149.43593719703,241429.05244946282,236388.23859449802,216006.92612939942,212142.41769699712,245540.63660256477,262587.31114677194,271474.39249514806,270952.8675647502,270856.1990655177,0.413,0.7254329288922909,0.9820725009154687,1.0707248204912836,1.1040523695743247,1.0887316427685116,1.0289857373581213,168906.89366707113,228661.8223117807,249303.27284366667,257063.12570525234,253495.90912267572,239584.9121300178
Abcf2,120.74338999785282,301.9812257966394,53.54092728562166,399.1895745507963,223.8072104211301,100.51651125517783,178.98801846366086,265.1625780861747,0.007327777945034683,0.015935660849743755,0.003867217588445017,0.020387333680511557,0.012467459631779296,0.0062419884916664675,0.010261642420930304,0.014271892981374384,63916.21208787643,70709.24885726924,71061.05007170673,68930.92452620366,59775.400671366544,45797.710153928165,69097.20478801763,76732.9940892774,77833.48278820385,72595.88922285303,63867.471495223435,56364.02021907026,60336.072346698274,68190.5378427447,68421.54805938978,66897.03887434058,57380.20721279447,40822.10427800584,70349.91388642951,79765.7695532371,80981.91812698256,73576.7861606748,65320.60430943526,60558.4952953409,0.0015,0.9881770940064526,1.138838277660868,1.155553267598363,1.0747912025723427,0.9126891843854791,0.7299509737764935,65567.28465273445,75563.91863130192,76672.9875520921,71314.28278265212,60558.52935170746,48433.528332555674
Abcf3,13.777207771247383,324.59775240996635,4.1075746846877115,1628.2443389485477,75.36706948663686,15.90032629058108,76.06349676305875,379.02886984790837,0.003758318116309121,0.023849900384452987,0.0014668665304241426,0.09827437218520964,0.009003775110009342,0.003946826770146865,0.0096287029175822,0.025207944901764867,0.3201108310546497,1213.8028704856106,1891.9913797208703,2255.0508482137266,2410.1582802532707,2230.325893154587,195.50994240141446,1780.5815795048397,2236.407925159509,2341.8158509025448,2759.282167533604,2998.8119022680394,0.08412485687349458,1183.5392087428704,1857.1329243784974,1977.0523162551349,1846.4469592465014,1358.0420007385535,902.3648440527968,3097.7677525300765,2505.8029366241353,2342.43370052177,2776.7433360763985,3063.779228174657,0.2135,0.041130623832958305,0.8091682276631705,1.1224915479211872,1.2415253725013122,1.3937263542861176,1.3919578737952543,76.70855301969705,1509.097555768588,2093.445087717775,2315.4429956762037,2599.29760309245,2595.999389575227
Abcg2,56.30347334351117,358.5898226723421,35.10887664535851,1680.146069275224,110.6639990362455,71.74003406527737,162.5291169152872,530.0544996334493,0.007076462212736445,0.015759417985502407,0.0038510071595565685,0.020975622197239866,0.011216058807067815,0.006396729329231513,0.010146612280253339,0.014551433359806187,438.94426071850995,136566.74730648214,248338.81207973856,321630.216563469,343456.79112585605,328315.94959329616,11827.44117290033,162013.4651730283,276825.1452489579,333476.1130771959,361700.9660421646,375300.11956163455,44.60893294199972,124856.89764754724,236417.28433738442,315890.6103104901,329056.93148655107,302446.12025101425,23489.49940874665,176186.3478722316,290882.1064586773,338082.99995015573,365782.92728366336,394936.9949350056,0.8340000000000001,0.04827898447776276,0.6357653323505847,1.1056857024563167,1.359090072050714,1.435333057229543,1.4158468514350777,11681.866308914106,153833.50948035598,267538.198980175,328853.4068230386,347301.60679008305,342586.61012183747
Abcg5,33.879682696633886,164.03266998910797,19.51653741347045,587.9330432680662,64.62290641683113,40.270706908289796,82.91188530873492,209.0760325236309,0.006542332013320968,0.030253298955439455,0.002774939713593228,0.060471442859160465,0.016814776119065632,0.006147776479471445,0.01441741505420153,0.028911039472972078,13051.715162316954,81557.26068076638,130219.09581952306,174772.63332628825,188086.6944428041,170001.6823880453,45879.130351739026,110965.10589686091,157471.0320219991,189078.07339662168,210628.0215380001,222565.82450486685,1094.4559233189143,68798.7515068412,127372.95135918699,168824.1667780876,177201.79701352926,139572.29346074574,58364.40861433143,130538.99049532115,178685.05302129727,194544.1176041309,221106.30136895672,240792.847584013,0.917,0.25429179961258436,0.7073823732848601,1.0650725849437501,1.2762758583396723,1.3797315632308254,1.3172458205883066,36220.38059298788,100756.92108114953,151704.98790992444,181787.99867369977,196523.84548976817,187623.6081105227
Abcg8,15.558250875009534,270.52213663503477,6.509603304398793,1429.5794590397677,48.12207910863171,20.224823196613244,74.88735653935186,377.5631695818043,0.00866230605869424,0.03697676420373669,0.0033163770996145286,0.06240885878948733,0.020234604162816756,0.007216582025851652,0.0163842792688417,0.032238234107315376,5.265952964295941,17973.57591346944,34487.723414763816,50306.39685185702,48419.80865526048,37888.14186568438,2145.471571982283,27674.460043379502,44836.215815079646,54170.77088035813,55651.35191159539,55884.242304508385,2.4307450866691944,16620.800538703155,33622.025972590935,48019.472892194855,41963.358027227936,28600.403880008293,6570.623939681107,36276.813283826006,52572.005245451954,54321.1115119934,56507.105264050326,60007.520969138066,0.941,0.04543800509907527,0.7049526128192779,1.197998443896605,1.4550316223552195,1.3984451550903843,1.1981341607394371,1631.043366775011,25304.99040445321,43003.37154027277,52229.83867614078,50198.60993094617,43008.24323426062
Abhd12,35.119629880337996,172.1733053211073,23.95219902385822,870.0481305196042,64.33794772943436,44.017895950344816,87.58959576751779,256.4457402797467,0.0035853404897106295,0.012578512283300959,0.0015705093711174249,0.018988805234530764,0.007438105489522989,0.0030544522221305423,0.006322047366941135,0.011236113568541463,2217.995948775809,55528.36268669052,102551.5717100194,138657.38514667517,146264.10509751044,135559.21618124482,17094.70680612691,67142.74618951904,115591.53758366914,148414.25344888069,156556.03608221095,159177.76278304515,376.05836291453454,50858.412232263516,101386.08523841896,134661.12389529808,139494.62209657286,118884.94419895869,26034.125859351738,74149.19486099514,126793.47422716256,152700.50333853686,160065.16046364597,164590.67142705605,0.7140000000000001,0.14744629352264293,0.614374787376004,1.0820936081578034,1.37511164419693,1.4230959086175194,1.3578777581291002,15349.463633088933,63957.68405305169,112648.1791382942,143151.96177377307,148147.22278771814,141357.87864604543
Abhd14b,128.4231198648441,228.30121525268817,99.5886330816061,313.66120681937116,187.4390390632271,133.2662371308756,178.69801956865086,237.99151500018965,0.0019656019014464444,0.006601730442449027,0.0009271372396446821,0.010058055117621919,0.004017248816637359,0.001730372301066436,0.0033668813964522802,0.005914862492705204,263807.9101118907,364963.0282475777,424876.8879682533,460999.6487965493,456817.79991654155,428412.37603422225,308304.2229711688,391438.36571501044,445993.972678037,480966.5419967917,481552.8183888825,474769.9469253834,244576.4507831725,354464.6160987084,421225.4780050009,452618.4880009864,443778.2279471121,396287.07556199055,330110.0258504023,408449.98999818956,467238.6918303811,492399.03295316227,492343.9223484461,490548.5114236307,0.4965,0.6874682109163184,0.9150170805690945,1.0620468818691875,1.1370832805564073,1.1269563444517503,1.071428201637243,286174.7995835023,380897.36440077535,442101.9746674426,473337.63911680103,469122.0639612861,446007.1694994678
Abhd2,23.343667793678915,435.40604913272693,7.373210409694462,1986.0694387807484,101.13454306420819,26.78033819316792,111.83910696724156,517.1543672181139,0.0033359054106604506,0.018568652438802805,0.0012595244244477308,0.04999221641477449,0.007744984544537207,0.003288183530856519,0.007739003134533524,0.018372613899611007,1.6022246109558242,6661.426431755429,14570.003874142294,25587.872547007002,41856.07423560743,77299.92803505683,358.81922403768095,8041.16099242782,15742.225817252342,25789.61384260361,43068.726140097235,79081.53224028782,0.8537405357679452,6563.768549798087,14546.796986462175,25237.66268984649,39683.27443939448,75926.98434000055,1629.7016169680746,10191.394185391951,16715.45057344521,25794.012395202997,43153.76108595732,79605.89461962895,0.0795,0.006535611500003565,0.2631870763647736,0.539920939640466,0.9112433071601268,1.5031516187680467,2.7759614465665834,184.3461438115515,7423.562833998913,15229.231906727484,25702.90320178348,42398.51228669722,78299.90935718974
Abhd3,125.61633416720595,672.6997738313199,75.55174498992015,2408.6583851738374,256.07195886566404,156.57998391131173,327.3692061895782,909.9123794347116,0.014421280579976022,0.0200585328611357,0.011530992198525655,0.022611123000738028,0.0169297766457838,0.013979637636734097,0.016771041788335488,0.01958085819289418,523.8245322369588,90771.18228152991,141462.45934413973,159467.0354294005,149611.36242617565,122809.02643900401,16799.3428099968,100418.3214813222,151320.68188411082,166151.18073797427,158032.68500323282,136837.99392036058,592.7525841628312,86690.95389496749,135317.48595765556,153834.16068816898,143914.39205763195,115186.08557490887,30961.86279229347,106101.31963268908,155066.23302661433,166843.89623579461,160752.9904567569,143082.11930039778,0.079,0.12938136685750418,0.8305419503130524,1.2533124124400719,1.38026431684032,1.305147908395974,1.1013520451530774,15083.093648060769,96823.38592860695,146109.3582967827,160909.22870607834,152152.2658559341,128394.03725594221
Abhd6,133.51704724264312,413.7891827751504,84.99373469339507,1047.1288198216855,225.39433977734748,148.94949670062633,246.9386768250984,477.30203655538975,0.011938279391494354,0.026082422387087637,0.006119981754611231,0.03336347408700215,0.018223594109105182,0.010500677734392583,0.016785725134772646,0.02389209245867434,30622.595845372998,219567.5074959175,386018.7427197323,474161.587210757,478419.162316807,415898.1590515133,78317.56621575834,269733.71233746683,444774.32954448025,500873.4777247418,515390.6708461407,505126.322654225,9592.555379398846,200894.9261613964,354206.3387328107,457805.22177748976,450987.2962992129,364694.12255295867,99894.01531551957,301793.9799137924,465940.089378789,510644.5380636251,527712.041945155,539777.4484365149,0.7945,0.16669785397768758,0.7118301516875403,1.1658668833960277,1.357079593488377,1.3649792197130648,1.2335462977373028,59784.919252126274,255292.47752382336,418129.3029236544,486706.28912997624,489539.43007747846,442402.010849252
Abi1,12.278859188403645,42.178850562125284,6.62440933246238,90.83898761532556,25.66802138857373,12.483122515745093,23.111837533743564,43.10203918615488,0.0035128096134310594,0.018643710182423542,0.0016211064383725863,0.04389675822438398,0.010541083836035381,0.003486057290391975,0.008049252484751255,0.018553067624755594,51763.522158289765,64358.81124207883,72053.15030969963,74564.56019782914,73223.82724348916,74157.9022252195,68793.50226825065,74919.58362896628,75673.82841131932,78940.71039609227,83251.26728703393,88302.29375067528,41583.54396845416,60598.59357882979,70421.38088350918,72067.22638430755,67770.65828561984,68394.34371740746,75939.47066999017,81516.64866609921,77414.34331939634,81166.81734493311,87623.64899866469,95584.18050524713,0.434,0.8117594693079312,0.9610329177759743,1.013468515388273,1.0509216969035817,1.063607209432335,1.0992101911919046,59344.717221909734,70257.54414048916,74090.91576141606,76828.97863610205,77756.36930082159,80359.17094917166
Ablim1,5.667421646922968,18.458926563787,3.5309200605680697,62.116457997795195,8.775721413313557,6.4617169784236985,10.8512645014722,22.576917333354196,0.002830458708022745,0.015537921993855137,0.0012035725465803302,0.04279296470743876,0.007499704445622057,0.0029671737011482484,0.006898686406959054,0.016360045780708,5536.276093390164,17539.315361695375,27876.730758928272,36908.36953625881,40018.33114716872,38932.63072739147,12733.6280403301,22721.242339138018,31278.983868191517,40362.57356685834,44955.580993872594,48158.260790635126,2182.6698529814453,14232.868030500651,26819.643003216752,35640.786517784065,36502.09553012394,29756.045970040424,16957.324537955017,27274.202940202817,36988.53247400102,42728.371947504886,48420.675006871614,52172.633820241485,0.0,0.34921769380903156,0.6613449196161754,0.9799824637173178,1.2517466735479015,1.3679108216578488,1.389797427651726,10712.023642511418,20286.32151341487,30060.31912669084,38396.50796391968,41959.76699410623,42631.124273582886
Abr,21.240212100977082,402.57689888470367,6.923118303525861,2065.507958201594,92.29867330351298,24.88843824272525,106.04993780719296,482.94574111844565,0.004312719467950017,0.01774743143523316,0.0018659079308665726,0.03125393826901338,0.009862467137056885,0.003892179189205464,0.00847921669748551,0.016467685048527463,2.717838706314478,8652.434874639494,15363.273599463428,20662.724958894432,23292.381017180138,23427.444188407906,1051.4014560363698,11463.65648002824,17721.037947087578,21698.367672547123,25216.937800369284,28325.26916706524,2.717838706314478,8282.256309347955,14910.385537857826,20095.6800561996,21261.983024918187,19664.507664275432,4284.935561306047,14203.10132688749,19567.692360989662,22046.000026130685,25463.103848984938,29051.113750426037,0.7905,0.03554405120893946,0.6405507651247332,1.036284576430991,1.2987672591631905,1.4657056777872985,1.5231476702848474,583.5121364104671,10515.659659619441,17012.259620264755,21321.330358191663,24061.890029561906,25004.891702750156
Acaa1a,328.32472464649175,588.1796893945076,244.62929811450545,821.3510562356295,437.67678035915577,338.5404362700915,447.59499148850875,607.9704559685014,0.02018077004870151,0.026253437178248892,0.017319638337431203,0.02945485863728456,0.022970312815980033,0.019828726369730137,0.02284550886660584,0.02584560237115688,436600.80507648224,1563423.709162427,2234875.602818385,2408582.6541225538,2185114.892361661,1739388.044507658,660051.0523937015,1676580.2607824162,2368778.9864362497,2501455.3074705317,2283454.018144913,1901370.685032969,323945.3431914296,1506342.7536135388,2165185.8254498346,2360411.3015622864,2136888.4980423404,1642679.3726558704,768431.9389651844,1735312.1041391876,2428588.23700087,2545701.385927225,2330518.3821835727,1970559.0601705129,0.065,0.3022324364642038,0.891013910343999,1.2609088589033357,1.342703925384156,1.2178398997017734,0.9853009692025313,552994.8215001044,1630288.542385317,2307085.4919297695,2456745.960929455,2228282.198396833,1802805.6153151095
Acaa1b,20.257655969591163,429.15782256789623,5.048392739906595,2088.133495793081,98.07000613543256,22.73524640118166,103.23402757310238,490.2574509134523,0.003262103178585297,0.015540956411275439,0.0012630675064366679,0.028891263903997946,0.007362423128244513,0.0030774620857930294,0.006853917397353403,0.014792864676483226,0.0,784.9938984989533,2018.6693147748456,2967.8460919213408,3167.408074094293,2729.4756647704157,0.0,1003.3521026756487,2393.364586831334,3197.3393712348834,3345.0767489388713,3372.802050633302,0.0,766.3639778976776,1970.0464817246855,2939.360919114366,2864.826314405992,2038.276911560888,0.0,1322.115922858441,2857.5941599275484,3409.2172289734717,3353.263568969412,3463.2071425442964,0.0235,0.0,0.44385969042760337,1.0798291167787881,1.496443229946746,1.5521624424931908,1.4277055203536713,0.0,923.716265398271,2247.2320432123306,3114.2475461452054,3230.2047822590566,2971.1975198268046
Acaa2,353.7419833098883,515.6564130402081,292.44073865339965,619.0539929236678,437.62530955266993,350.2540538228342,425.6407340369208,511.28805803940156,0.006139410672503437,0.009158451539400831,0.004657530502655306,0.010715649774591888,0.0076237160450354675,0.005842715107866839,0.007327425538888349,0.008823743024504649,2199383.591977385,3660085.610083885,4578781.7185844565,4834012.241285115,4469792.099209744,3843271.993127247,2529457.55410758,3812197.0777148474,4809797.193325336,5019286.430443258,4609117.421948812,4135062.071022842,2032682.959666781,3595098.976778344,4463421.2215781165,4738579.9843634,4404402.007328128,3702400.3159717238,2693492.369554593,3891732.826631202,4924238.22293846,5107105.458913784,4678085.374374883,4278523.249174514,0.0175,0.5825356826973644,0.9265287862112546,1.1670157533098802,1.2222027178809467,1.1213804534176088,0.9803366064829444,2357020.562125438,3748864.6024034047,4721908.388751376,4945202.538996365,4537261.605044008,3966578.542597195
Acad10,3.805893192530478,6.204811416882008,2.447908216503297,7.785858660591349,4.9341065284525945,3.751357260515291,4.862546692627922,6.127290348042329,0.0007333337149459546,0.002211521296591046,0.0002882388266747541,0.003585973065809538,0.0013405748535027927,0.0006916312770509428,0.0012225047744065457,0.0021020798230043914,11318.629800374358,12494.385532714346,13721.61843934253,14674.788558621987,14713.936929338885,14379.127159997402,12460.014547419185,13151.159559097328,13902.326641062116,15116.532358638171,15398.523300025232,15287.473534538156,10832.687095829222,12076.950669751412,13630.488279544335,14477.157911970158,14209.675473793983,13616.818536221364,13240.640709666504,13603.967405294772,14085.87562369281,15326.349613400756,15791.659613444568,15745.83027474012,0.0,0.8569218505168477,0.9238838275110572,0.9948905343778318,1.0751704805398374,1.083074932035151,1.0660583750192745,11904.848439485644,12835.122520889427,13821.588302951213,14936.883228868095,15046.696389767441,14810.292647566574
Acad8,221.56807877660057,519.8368202506794,164.4871263134097,916.032657080837,376.82774103861783,235.95271784659116,354.8943088010844,557.8030149450223,0.00327008844843276,0.008102747639403933,0.0015849337672328128,0.010322982042688972,0.005322926268244697,0.0027510308912345773,0.004762455150422222,0.007174385918531607,46449.40211300653,106274.23387290645,142802.6135863555,160553.62731777152,164140.6327450093,160659.71956372444,72196.35543976014,114630.4323164457,152827.87450493738,172013.8655840845,173854.27599194506,173532.111123551,33535.46393039437,102254.39750320748,140358.18577108733,155980.52574453794,160901.17627671687,153755.67703192006,84747.91851916688,119108.3417784425,159194.93085351482,178355.34194774678,180610.9978854672,179411.62727949835,0.127,0.4214764846466191,0.8097742858423341,1.0941724503793775,1.2260364956621372,1.2411814550545386,1.2073588284149939,57719.06919205528,110894.48578292293,149841.37353342274,167899.4864551942,169973.51191313594,165341.67455475582
Acad9,1129.0741270018166,2191.7305217314824,805.3272800033455,3125.615238764795,1585.724997123543,1116.8451535262016,1556.9818656505013,2174.354241280873,0.0010665837535433797,0.002835678728949764,0.0005761134160354153,0.0039162603143767065,0.0018443197466467987,0.000948095657783899,0.001635826546435747,0.002591321230382578,146166.74787052278,297882.19869681034,337857.28883092426,365336.2315414943,375597.14038154,360548.0825421075,200717.3895642666,312564.17956096673,347137.3573754279,382675.3859867021,398728.9641678873,385739.17001353187,122781.87996524814,291062.4388146432,335461.9836059667,357608.54792638595,362965.0786153292,348125.6420700213,232229.2823607027,320340.3085615436,353941.51014441,391382.2241898793,408713.3909083093,397812.3869185852,0.0945,0.5405252916690783,0.9326053605112972,1.0540628996309052,1.1463548536009611,1.1838190940599533,1.142632500527805,176692.75607671452,304860.1314691929,344563.4860838695,374732.87863961724,386979.59494141943,373516.0755894665
Acadl,206.2230584742168,446.3631785348297,147.45554011402965,650.2890930815295,337.2586938956535,210.22584585527574,311.2097709834482,456.0932444341893,0.004632885994246537,0.01409283174845276,0.002034651479434851,0.019146310352188327,0.009046276793167673,0.003924398502192352,0.007530728551843833,0.012432441816106104,839699.7631405503,1474194.7394012625,1857576.2559283024,2072818.0559289136,2003261.9695374717,1809252.2758012959,1108179.809853902,1653948.820762991,2063977.8238507085,2213331.840592472,2152163.0357314376,2139169.5129966326,714310.3233586742,1410696.2574499187,1812175.2928439663,2015503.5726969538,1920350.2294338315,1590945.4978667987,1231759.193053377,1768221.164828627,2203163.5316737685,2270304.898596335,2217320.4220320107,2200707.656787737,0.8685,0.5378405343431882,0.8958820286820977,1.1346035528847456,1.2107095958021235,1.1622417833886285,1.0587225048992166,956704.6934120356,1593584.8766592946,2018220.0390165783,2153596.6121954485,2067382.6125904706,1883243.6842919693
Acadm,668.127717849631,842.734973539737,602.7354705653561,942.208929661581,762.4096280945386,670.657332777995,754.0084454444395,846.1779829906666,0.014840312713050544,0.019462034389733034,0.012745064752081075,0.021527136656804533,0.0169547008345732,0.014413951716697612,0.01668223559000202,0.018962056553840072,1202884.912800389,2374178.894177925,2983808.070499761,3082029.5197456814,2745591.9722294617,2335687.04981631,1294263.813660728,2509182.408485981,3117678.851827965,3127283.7744549904,2842624.7460983233,2522076.665976861,1153469.107846902,2302492.969511853,2923246.0205312767,3059776.6795318765,2695569.1777741783,2243929.349473984,1331905.98656496,2567600.507870824,3182482.038176687,3149922.154178044,2887186.4977255487,2608648.466321066,0.126,0.49552717258838613,0.9769279581547253,1.219450451854344,1.2371610526386705,1.1111277292762378,0.9598056354876366,1244605.0158440114,2453729.0871183136,3062867.6547105955,3107350.992434829,2790795.7859846824,2410723.314976611
Acads,483.79693674243146,793.4794148343079,372.17694901502836,1019.0965975462533,646.067066774283,481.53404803917994,618.4032309482164,790.2869318146527,0.007390398229398658,0.012004772963473827,0.005103242660283504,0.014087418488143183,0.009701386555740115,0.006900804055048193,0.009150820478064104,0.011412536106661457,675997.720958689,1328856.2350263018,1636897.5337006038,1760112.46183444,1676805.455562239,1470750.359782574,842567.6569963391,1417955.8331790988,1732924.44707468,1834221.728133736,1754419.3756156138,1610345.366920831,599708.2655391899,1284273.741512312,1601850.937531234,1721314.7160003015,1642388.7684347914,1426043.3851835204,925286.5970218538,1450994.493502218,1782304.841377003,1869001.5073012968,1782152.0032707078,1691281.4940803754,0.3585,0.5098964938970455,0.9308080621274496,1.1481247015906524,1.2182375199549726,1.1539975208300384,1.0389357015998417,755038.7285692568,1378311.371391047,1700107.0321205175,1803927.893545959,1708803.3185721722,1538423.387079694
Acadvl,714.999753896416,937.9799543199426,604.9316952157519,1111.5022245729174,821.9150488068622,710.7241283953491,815.9516009941048,932.6760724115306,0.018333626116478537,0.02465618871724572,0.014878176491916445,0.029321642991461803,0.02131443959542744,0.017978111386955306,0.02104132720907763,0.024253021557530535,629400.7970792644,1713727.748672346,2128259.5148979155,2242419.9574601725,2094771.3912766292,1876750.2135558575,705952.0927195003,1841561.252877461,2224906.9927547616,2268279.2176735085,2179914.1899506887,2025823.6663414687,578634.9609930024,1653765.7120855288,2054530.2057991724,2225603.5901735863,2044896.8193356497,1804339.712299109,741933.6795984136,1915308.4698553688,2274622.483296965,2283920.368028333,2232676.7819566308,2091365.265667865,0.4235,0.3623847140437637,0.9721282962126823,1.1925940724899113,1.2356776303653005,1.1722033541314187,1.0650119327569232,661700.2505697731,1775068.0761667418,2177629.9220482553,2256298.806073368,2140397.2714307606,1944669.9473089487
