gene,beta_0,delta_0
Slc25a24,257.338545,0.010432904
Slc25a25,221.4229347,0.012741456
Slc25a3,320.234038,0.012946759
Slc25a45,282.485146,0.01969108
Slc25a5,263.2928603,0.010232394
Slc26a2,28.75449678,0.016617585
Slc26a6,259.2283982,0.022476496
Slc27a2,150.7983198,0.010619472
Slc27a4,143.4831951,0.030582963
Slc28a2,21.58752573,0.004457334
Slc2a2,43.42983609,0.008854462
Slc30a5,39.60036427,0.008647817
Slc30a7,107.4668009,0.010809663
Slc33a1,138.4893563,0.00755067
Slc34a2,308.6664042,0.032131804
Slc35a1,96.68043154,0.015372681
Slc35f2,155.1712827,0.002679233
Slc35g1,117.4695437,0.003762493
Slc38a10,20.65086521,0.0175313
Slc39a11,46.69833197,0.005599402
Slc39a14,54.16433332,0.019392303
Slc39a4,95.30145653,0.009922213
Slc39a5,95.11680289,0.005881777
Slc3a1,378.9333384,0.025979151
Slc3a2,662.016336,0.009825986
Slc43a2,77.15523975,0.008163464
Slc44a1,98.18645744,0.00793317
Slc4a2,64.88862478,0.009594916
Slc4a4,22.69870594,0.011257443
Slc4a7,12.29716525,0.007695827
Slc51b,90.41024261,0.003056802
Slc52a2,98.7301134,0.010682676
Slc52a3,96.83589641,0.011504758
Slc5a1,301.445169,0.009056348
Slc5a11,111.5513185,0.005089218
Slc5a9,97.26795714,0.001493375
Slc6a19,287.7006064,0.032066198
Slc6a8,99.47176411,0.01383176
Slc7a1,97.30626643,0.004962998
Slc7a5,95.62301361,0.015567357
Slc7a7,124.7870109,0.009956699
Slc7a8,104.0943755,0.005053767
Slc9a1,88.64305193,0.01908555
Slc9a3,94.52617177,0.012351346
Slc9a3r1,404.3309767,0.006170173
Slirp,96.19590819,0.005993383
Slk,14.86498389,0.013080234
Slmap,56.55583238,0.00289384
Sltm,21.29657975,0.012763839
Smap1,45.280552,0.00840343
Smap2,96.28289732,0.014697393
Smarca4,657.2052408,0.225286096
Smarca5,60.64109638,0.011120264
Smarcb1,97.01058148,0.005336073
Smarcc2,25.20979402,0.015029133
Smarcd2,57.30783078,0.013904533
Smarce1,85.72690588,0.014731276
Smc1a,107.3094086,0.010009882
Smc2,35.35197988,0.065155082
Smc3,78.18215695,0.009030141
Smc4,15.31478792,0.142845714
Smc5,97.29925627,0.017852928
Smdt1,96.93144644,0.118015086
Smek1,34.32982301,0.029922519
Smim24,98.15332054,0.008086831
Smpd2,112.2337968,0.016209663
Smpdl3a,25.63257355,0.048765236
Smpdl3b,110.4478887,0.021203048
Smu1,56.5981767,0.012438753
Snap23,571.1736673,0.012572825
Snap29,29.88314908,0.030339417
Snd1,187.2438166,0.004829279
Snf8,16.82955729,0.01650793
Snrnp200,214.5098354,0.014054651
Snrnp40,69.35018611,0.009642445
Snrnp70,52.7417477,0.016887509
Snrpa,43.82072871,0.009390988
Snrpa1,88.96012548,0.004120575
Snrpb,55.40321024,0.01595175
Snrpb2,145.8692203,0.004880801
Snrpc,97.28708418,0.014131232
Snrpd1,145.7070445,0.010609332
Snrpd2,1101.41082,0.016447315
Snrpd3,142.3956381,0.007379392
Snrpe,44.45799717,0.043418281
Snrpf,33.73847686,0.004598563
Snrpg,45.315189,0.070577433
Snw1,77.9884859,0.013581699
Snx1,139.6383143,0.008693902
Snx12,31.9876076,0.045423533
Snx2,162.0336176,0.004165426
Snx3,31.07088862,0.005593676
Snx4,70.26869543,0.002791539
Snx5,39.42878955,0.00733536
Snx6,96.01443306,0.000405511
Snx7,159.8270749,0.008881203
Snx9,269.0539121,0.011043049
Soat2,446.2898549,0.014566646
Sod1,178.108583,0.002640374
Sod2,343.191039,0.011750107
Son,8.110306178,0.010121306
Sorbs1,96.50826064,0.013880113
Sord,156.8392001,0.003079054
Sort1,99.00087603,0.016381913
Sowahb,97.13299177,0.015915938
Sp1,100.8187306,0.014953617
Spag9,98.41328522,0.009086695
Spata5,525.6313452,0.003047861
Spcs2,49.98511076,0.06675672
Spcs3,369.6597114,0.003794674
Sphk2,87.20473901,0.023199378
Spint1,61.39831135,0.023625864
Spint2,9.723136802,0.068332787
Sppl2a,30.05506552,0.024662706
Spr,194.752261,0.010574294
Spryd4,242.3803348,0.008013046
Sptan1,774.34712,0.010765462
Sptbn1,246.4219912,0.014264694
Sptlc1,364.9974746,0.015157286
Sptlc2,160.9415619,0.031192151
Sqrdl,378.944224,0.007057558
Src,46.58517164,0.012205708
Sri,101.3944418,0.00586519
Srm,107.5787499,0.059363837
Srp14,31.87119905,0.03986975
Srp68,100.0892315,0.007853851
Srpk1,40.50235569,0.022388027
Srpr,54.92596285,0.012225827
Srprb,33.94595818,0.008224777
Srrm1,9.560488002,0.007802374
Srrm2,31.96725347,0.022647629
Srrt,258.7947492,0.009544598
Srsf1,155.7006029,0.005827781
Srsf10,162.4430571,0.085279552
Srsf2,27.18503637,0.003765768
Srsf3,44.85822054,0.007813746
Srsf4,70.63470785,0.006367338
Srsf5,52.90149295,0.033350359
Srsf6,173.2593888,0.022787085
Srsf7,504.8616197,0.018407344
Srxn1,99.61897802,0.006024052
Ssb,32.02437054,0.011686879
Ssbp1,2585.03146,0.014812823
Ssfa2,108.9362817,0.007896592
Ssr1,86.23069493,0.013687635
Ssr3,240.4409623,0.008211402
Ssr4,168.2079037,0.012748177
Ssrp1,98.42463393,0.007665893
St13,138.976957,0.003912003
St14,41.18911252,0.015113552
St3gal4,94.50582053,0.036208415
Stard10,155.0080738,0.187911621
Stat1,114.2886547,0.009627348
Stat3,56.51734655,0.022010206
Stau1,51.91353292,0.015312607
Steap3,63.20220046,0.00736463
Stim1,150.9598914,0.00372773
Stip1,548.8011899,0.005111321
Stk10,94.63061526,0.012160278
Stk24,68.56531766,0.014752767
Stk25,44.86188121,0.004881758
Stk38,97.50230227,0.015227914
Stk39,69.20712744,0.012540337
Stmn1,42.93268727,0.031305488
Stom,495.7345255,0.033070824
Stoml2,284.3903113,0.006793655
Strap,162.2747221,0.013854446
Strn,191.5361543,0.019742015
Strn3,67.40770769,0.009523157
Stt3a,91.37766006,0.007824472
Stt3b,51.63697444,0.010265541
Stub1,3.026794886,0.159701241
Stx12,208.0536227,0.011701061
Stx3,47.89530271,0.02941271
Stx7,132.4857259,0.010373615
Stx8,222.4506365,0.007183173
Stxbp2,112.2443229,0.00542577
Stxbp3,510.1094168,0.02427086
Styk1,70.83405303,0.024613507
Sub1,23.36849251,0.007180835
Sucla2,1295.823521,0.018466658
Suclg1,588.7224935,0.012059575
Suclg2,676.487306,0.004000672
Sugt1,112.2708556,0.00552243
Sult1b1,290.1740938,0.010730869
Sult1d1,66.82377111,0.005527976
Sult2b1,34.42222275,0.012296399
Sumf1,191.4530988,0.005762827
Sumo1,27.71050057,0.036203258
Sumo3,80.20191877,0.005186935
Supv3l1,125.5848563,0.008813991
Surf1,97.5177569,0.043540655
Surf4,198.8296007,0.035493226
Susd2,95.4893494,0.03332625
Svil,57.87464145,0.006358339
Syap1,152.7815484,0.007750999
Syf2,11.44965025,0.137084865
Syncrip,48.30565483,0.006922128
Syne2,20.16328991,0.034509112
Synpo,46.24688758,0.015402381
Taco1,872.0639355,0.008267055
Tagln,3768.308476,0.009566422
Tagln2,97.0349271,0.004924728
Taldo1,151.6261362,0.005774834
Tamm41,94.88898001,0.012764213
Taok3,37.45060255,0.007566122
Tap1,306.3814301,0.024479268
Tap2,186.4787517,0.022945354
Tapbp,43.66896333,0.006992468
Tapbpl,191.836677,0.018704047
Tardbp,1045.58992,0.018314417
Tars,46.37961725,0.005041806
Tars2,67.2134503,0.006349138
Tax1bp3,205.1396509,0.005174176
Tbc1d13,42.50562826,0.019183317
Tbc1d22a,97.05947922,0.014304834
Tbc1d23,97.74463793,0.009044166
Tbc1d30,95.82949683,0.02273
Tbca,69.75410185,0.009615227
Tbcb,72.9330046,0.424961948
Tbcd,61.2963149,0.011074877
Tbl1xr1,57.83906361,0.009910702
Tbl2,439.4878191,0.016234004
Tbrg4,90.31167295,0.015013698
Tbx3,95.55141409,0.022310607
Tcea1,137.5396032,0.005229358
Tceb1,117.2359645,0.004922034
Tceb2,18.13695147,0.009553877
Tcerg1,85.62333104,0.007788156
Tcof1,318.3564927,0.010198226
Tcp1,264.5809972,0.004074828
Tdrd7,36.76476158,0.019467541
Tecr,63.52877812,0.002097691
Tep1,73.01792993,0.004860658
Tes,36.63669567,0.018069483
Tfam,224.7097713,0.01366434
Tfrc,152.8776238,0.007803248
Tgm2,346.5238948,0.002839842
Tgoln1,96.25088253,0.008814815
Thbs1,95.04972083,0.018702941
Thnsl2,95.46202471,0.005607181
Thoc1,44.53499202,0.009911021
Thoc2,113.1455908,0.005354688
Thoc5,94.89201504,0.004685287
Thoc6,152.566942,0.009704434
Thop1,774.7596258,0.007383049
Thrap3,230.013229,0.013928529
Tial1,29.972213,0.007102889
Timm10,93.70143743,0.004584259
Timm13,40.82353906,0.014476231
Timm17b,97.27426254,0.012396696
Timm22,85.97017662,0.012450464
Timm44,373.8316815,0.011069619
Timm50,1216.650305,0.009355088
Timmdc1,48.70831715,0.020608589
Tiprl,63.57504431,0.009546705
Tjap1,97.27111988,0.006588172
Tjp1,270.9468644,0.025107056
Tjp2,95.8265534,0.005595898
Tjp3,22.06036677,0.009153214
Tkt,432.7197864,0.004331419
Tln1,99.50197281,0.011774658
Tm6sf2,246.4254137,0.012717688
Tm9sf1,118.7591323,0.006218224
Tm9sf2,92.73113768,0.012655806
Tm9sf3,23.12986705,0.005063732
Tm9sf4,119.7122582,0.007466474
Tmcc1,29.87898912,0.037705981
Tmco1,145.1541908,0.00438738
Tmed10,280.9721461,0.012643577
Tmed2,71.09271475,0.011233297
Tmed4,213.2717056,0.015873641
Tmed5,204.2583734,0.005512504
Tmed9,407.2318529,0.008090835
Tmem115,57.53391329,0.017314006
Tmem120a,34.40493275,0.020193305
Tmem126a,96.34839761,0.008051857
Tmem14c,80.86158023,0.017191853
Tmem165,28.25921335,0.123117065
Tmem19,170.9049871,0.009593772
Tmem205,126.1910128,0.010280897
Tmem214,98.41000441,0.005137305
Tmem236,143.2978483,0.017949254
Tmem253,302.5386384,0.009875362
Tmem258,30.39282079,0.059583955
Tmem30a,17.4141756,0.087625312
Tmem30b,83.48930524,0.018235434
Tmem33,55.72121872,0.017515017
Tmem41a,78.79318607,0.005606782
Tmem41b,168.7863116,0.011636348
Tmem43,96.05954266,0.017053373
Tmem45b,16.59160107,0.012010333
Tmf1,14.61088327,0.226801925
Tmod3,348.7640738,0.006103046
Tmpo,881.3198516,0.011750422
Tmprss15,95.2427529,0.016022446
Tmprss4,12.37253657,0.022500644
Tmsb4x,2.625166289,0.052609539
Tmtc3,13.73227304,0.001363352
Tmub1,68.51203806,0.008435708
Tmx1,374.6569706,0.009407646
Tmx3,164.4534319,0.005586737
Tnik,80.79226247,0.00771727
Tnks1bp1,98.57570825,0.011760965
Tnpo1,103.3994459,0.015971064
Tnpo2,96.39620453,0.008052195
Tom1l2,96.31609581,0.007948894
Tomm20,260.0087326,0.008468081
Tomm22,269.7888713,0.001960384
Tomm34,1912.77117,1.226777765
Tomm40,823.1509157,0.005142905
Tomm6,253.6791008,0.004666754
Tomm70a,275.7910905,0.013193457
Top1,34.10756075,0.005740595
Top2a,71.85479264,0.062585953
Top2b,67.78870244,0.017516538
Tor1a,80.45164816,0.036710629
Tor1aip2,141.0143673,0.012403416
Tpd52,219.6676785,0.006091297
Tpd52l2,148.0469032,0.003111315
Tpi1,210.6617594,0.007843582
Tpm1,33.896685,0.012119415
Tpm3,403.3384067,0.005411687
Tpm4,1539.461584,0.098666947
Tpp2,41.30369482,0.008202091
Tppp3,98.48845604,0.013937851
Tpr,107.031375,0.004255847
Tprn,88.83678454,0.011466219
Tpt1,9.074668829,0.007800993
Tra2a,8.41819381,0.063090161
Tra2b,88.29243716,0.016544566
Trabd,158.1676991,0.013751786
Tradd,172.3185657,0.01353128
Tram1,97.70342867,0.04569535
Trap1,1209.192425,0.009132526
Trappc3,193.718293,0.012388389
Trappc5,135.2279936,0.01536798
Treh,52.83080426,0.021565933
Trim12a,95.59462015,0.009338907
Trim14,88.07946315,0.011679933
Trim23,27.49378157,0.040697351
Trim25,32.26503896,0.017991496
Trim28,73.32813785,0.006322663
Trim31,89.36477404,0.003743633
Trip10,96.46618424,0.024116598
Trmt10c,96.28436715,0.028616529
Trmt112,46.70189714,0.016187908
Trmt1l,96.89719881,0.013548038
Trmu,88.92260078,0.015507577
Trpm4,61.16797143,0.023770222
Tsfm,1057.925913,0.005916323
Tsg101,21.63419039,0.017938478
Tsn,95.72474985,0.006579631
Tspan15,124.8797388,0.003489284
Tspan31,120.577845,0.014193855
Tspan8,357.0328739,0.006747254
Tstd3,97.72430097,0.009762956
Ttc38,52.88415838,0.004343109
Ttll12,117.4644742,0.007979367
Tuba1c,61.20189733,0.014589313
Tuba4a,361.7365798,0.016947641
Tubal3,38.88897001,0.01833815
Tubb2a,18.45644648,0.014446034
Tubb2b,65.07386245,0.117096593
Tubb4b,240.3208708,0.010853931
Tubb5,220.5134618,0.006478354
Tufm,2112.065756,0.009691487
Tvp23b,95.03973675,0.019858444
Twf1,127.7906335,0.002763144
Txndc12,204.7230115,0.008486544
Txndc15,62.95259122,0.009346145
Txndc17,95.83306324,0.004885909
Txnl1,125.8138919,0.004295859
Txnrd1,91.78967793,0.007306959
Txnrd2,34.90265374,0.00723271
Tymp,586.6085655,0.004775022
U2af1,54.78999719,0.006054207
U2af2,152.6785385,0.096695073
U2surp,68.63643438,0.00976434
Uaca,68.45472591,0.01954912
Uap1l1,87.35818816,0.023363588
Uba1,157.8432838,0.004102302
Uba2,17.05269104,0.001697149
Uba3,47.49718419,0.013175097
Uba5,36.88003421,0.016733823
Ubac2,85.72289444,0.01775752
Ubap2l,80.59301817,0.029912414
Ubb,138.1468515,0.011987686
Ube2d3,65.17374443,0.012404553
Ube2j1,142.5986877,0.031855596
Ube2k,65.45224057,0.002768976
Ube2l3,65.40445571,0.01409248
Ube2m,49.23516306,0.006942336
Ube2n,102.1118333,0.003716001
Ube2v1,98.21821645,0.009988283
Ube3a,146.9604539,0.002857308
Ube4a,97.13589461,0.072597559
Ubfd1,34.25425275,0.021168452
Ubqln1,85.54921328,0.006993351
Ubr2,46.58963935,0.12457849
Ubr4,6.591200648,0.008178193
Ubtf,56.06540111,0.014153219
Ubxn1,57.56087713,0.010260298
Ubxn4,70.12455051,0.006479946
Uchl3,53.33209107,0.002686314
Uchl5,136.6958898,0.004533331
Uckl1,55.74556059,0.054869244
Ufl1,59.17841481,0.014762537
Ufm1,66.60312898,0.008551534
Ufsp2,47.43554738,0.013686948
Ugdh,234.0300008,0.010425814
Uggt1,294.8141252,0.00677006
Ugp2,91.07437299,0.008447625
Ugt2a3,119.5477958,0.006842663
Unc45a,95.68667749,0.024673844
Unc5cl,99.51396339,0.006307077
Upf1,53.90746212,0.01135892
Upp1,263.5526687,0.015626076
Upp2,29.50597681,0.026869066
Uprt,221.5192832,0.008912834
Uqcr10,71.63326206,0.005338917
Uqcrb,530.2980188,0.010733049
Uqcrc1,766.4559603,0.018345994
Uqcrc2,893.1707276,0.01034793
Uqcrfs1,424.2825553,0.00825063
Uqcrh,69.70012412,0.007289298
Uqcrq,35.07392519,0.004224646
Urb1,61.66933317,0.013128159
Use1,43.44260946,0.019773792
Ush1c,136.8073817,0.016690997
Usmg5,102.8028257,0.006057768
Uso1,162.2993322,0.005969702
Usp10,45.23645786,0.010419233
Usp14,128.8289185,0.004759923
Usp15,57.12890162,0.004126411
Usp19,95.58678494,0.007524501
Usp39,51.46382884,0.016429683
Usp4,98.49015994,0.035570793
Usp47,13.50936038,0.012085233
Usp5,182.2407035,0.006354343
Usp7,26.73046907,0.016546731
Usp9x,34.53829418,0.006705604
Vac14,37.67055556,0.014490203
Vamp2,3082.809075,0.007778727
Vamp8,50.6636341,0.014871339
Vapa,228.0736449,0.018358947
Vapb,397.4497895,0.00788276
Vars,103.7042336,0.003264409
Vars2,43.74433373,0.024186406
Vasp,143.1923183,0.008050366
Vat1,266.2107771,0.006261751
Vbp1,68.12198404,0.008646614
Vcl,81.43149045,0.003856102
Vcp,181.6206918,0.004731886
Vcpip1,60.27400391,0.014108049
Vdac1,503.1843969,0.00628505
Vdac2,2216.919736,0.060515511
Vdac3,253.1738067,0.013167017
Vil1,506.4465428,0.005559988
Vimp,60.6466,0.011015345
Vipas39,96.669928,0.013044907
Vipr1,98.11369421,0.006444208
Vmp1,28.31372445,0.014422021
Vnn1,72.06201927,0.013636504
Vps26a,204.3933721,0.010024644
Vps29,44.47059661,0.004365563
Vps35,97.36646512,0.006081696
Vps36,37.08433296,0.022092322
Vps4b,36.01886353,0.014490407
Vps51,65.47537465,0.007636843
Vps52,98.22181191,0.005680291
Vrk1,80.67540537,0.014441151
Vrk3,102.0212548,0.019132201
Vsig10,9.4004189,0.15305811
Vti1a,209.8960124,0.013309372
Vti1b,383.9279898,0.017479965
Vwa5a,83.64219219,0.00279661
Vwa8,166.7128256,0.009564826
Wars2,104.1645048,0.006522895
Wasf2,53.01758504,0.007474667
Wbp11,30.73000096,0.035219607
Wdfy1,98.05584706,0.004824037
Wdr1,164.2413413,0.0051026
Wdr81,96.09985886,0.05827512
Wfs1,53.48268601,0.018656073
Wtap,30.19596387,0.020159125
Wwp2,95.52439457,0.030749807
Xdh,114.65165,0.016435635
Xpnpep1,262.3703852,0.003274745
Xpnpep2,92.57688535,0.008534915
Xpo1,217.7796547,0.045678397
Xpo7,34.85092533,0.007683621
Xrn2,16.07221554,0.005493164
Yars,104.9320171,0.001667113
Yars2,98.62499113,0.165869254
Ybx1,99.96349627,0.005734773
Ybx3,46.88677157,0.018772104
Yeats2,101.7664061,0.049538405
Yes1,77.25933553,0.019696876
Yif1a,49.71789187,0.008579515
Yipf3,117.3336034,0.028151926
Yipf5,99.60955892,0.010885492
Ykt6,81.1112503,0.005464352
Yme1l1,85.47481776,0.016367362
Ythdf3,44.91640079,0.010644138
Ywhab,45.53158894,0.000395956
Ywhae,176.0704917,0.002236418
Ywhag,162.2159023,0.004025195
Ywhah,165.5068617,0.006196112
Ywhaq,71.58377421,0.003424088
Ywhaz,346.3451669,0.002162908
Zadh2,491.3385157,0.006190364
Zbp1,78.53255083,0.009312803
Zc3h11a,25.81949832,0.009844033
Zc3h15,19.7593914,0.033817683
Zc3hav1,22.72843689,0.004425042
Zcchc6,27.32804821,0.266503109
Zcchc8,25.70315794,0.066591631
Zdhhc13,83.32146118,0.006805745
Zfand6,9.452555077,0.007123316
Zfyve1,97.60759275,0.008472799
Zmpste24,104.8364913,0.009637282
Znhit6,95.74030615,0.005378742
Zw10,61.793858,0.007964016
Zyx,59.6134069,0.007867996
Zzef1,14.58158298,0.007198948
